Data	Standard	Correction	Scaling	SleekitLight	SleekitHeavy
opt-350m/1.self_attn.q_proj	0.42682257294654846	0.3469932973384857	0.41338425874710083	0.28905946016311646	0.0954056829214096
opt-350m/1.self_attn.v_proj	0.08140887320041656	0.07941983640193939	0.09866056591272354	0.0797889307141304	0.04299168288707733
opt-350m/10.fc1	0.20769205689430237	0.19327425956726074	0.23345080018043518	0.1958947330713272	0.15413933992385864
opt-350m/10.fc2	0.02536614239215851	0.025102900341153145	0.025018619373440742	0.02439458668231964	0.015895994380116463
opt-350m/10.self_attn.k_proj	0.4388768672943115	0.3952149748802185	0.4060360789299011	0.34964945912361145	0.23423296213150024
opt-350m/10.self_attn.out_proj	0.010542185977101326	0.010424494743347168	0.010627930983901024	0.010380944237112999	0.00850842148065567
opt-350m/10.self_attn.q_proj	0.36149322986602783	0.3363650441169739	0.37517237663269043	0.3292986750602722	0.23054930567741394
opt-350m/10.self_attn.v_proj	0.13332432508468628	0.13099360466003418	0.1489291787147522	0.13060826063156128	0.10492545366287231
opt-350m/11.fc1	0.2129320651292801	0.19896599650382996	0.23273703455924988	0.20057541131973267	0.15920378267765045
opt-350m/11.fc2	0.019976366311311722	0.01979007199406624	0.01999891921877861	0.019198523834347725	0.0179251991212368
opt-350m/11.self_attn.k_proj	0.4446801543235779	0.3932146728038788	0.38266968727111816	0.33501023054122925	0.22048419713974
opt-350m/11.self_attn.out_proj	0.006996692158281803	0.006921956315636635	0.007028757594525814	0.0069069103337824345	0.006287274416536093
opt-350m/11.self_attn.q_proj	0.3014194369316101	0.2801578640937805	0.29896461963653564	0.2685774266719818	0.20308084785938263
opt-350m/11.self_attn.v_proj	0.150049090385437	0.1479705423116684	0.1628190577030182	0.1450604349374771	0.12164097279310226
opt-350m/12.fc1	0.22129763662815094	0.20710670948028564	0.2375042885541916	0.207855224609375	0.16891923546791077
opt-350m/12.fc2	0.02014859952032566	0.01996082253754139	0.02006140723824501	0.01943093165755272	0.01821538433432579
opt-350m/12.self_attn.k_proj	0.3760974109172821	0.34432747960090637	0.34625643491744995	0.3151189386844635	0.2280261367559433
opt-350m/12.self_attn.out_proj	0.010813562199473381	0.010734669864177704	0.010808030143380165	0.010650984942913055	0.009762633591890335
opt-350m/12.self_attn.q_proj	0.3570440113544464	0.32662448287010193	0.338225781917572	0.3108072280883789	0.2278607189655304
opt-350m/12.self_attn.v_proj	0.18438640236854553	0.18170379102230072	0.1978609710931778	0.17835193872451782	0.1488347202539444
opt-350m/13.fc1	0.2212376892566681	0.20750531554222107	0.24021318554878235	0.20790717005729675	0.16950689256191254
opt-350m/13.fc2	0.021940194070339203	0.021681174635887146	0.02183707058429718	0.02107296511530876	0.019734341651201248
opt-350m/13.self_attn.k_proj	0.40136903524398804	0.3655796945095062	0.36493977904319763	0.3322855234146118	0.23606015741825104
opt-350m/13.self_attn.out_proj	0.010685655288398266	0.01060466654598713	0.01072107907384634	0.010610499419271946	0.009754342027008533
opt-350m/13.self_attn.q_proj	0.30064457654953003	0.28845667839050293	0.3087610900402069	0.28403475880622864	0.22298595309257507
opt-350m/13.self_attn.v_proj	0.1786651611328125	0.17914384603500366	0.1897192895412445	0.17507588863372803	0.14900092780590057
opt-350m/14.fc1	0.21816883981227875	0.20464693009853363	0.24502766132354736	0.2056906819343567	0.16758932173252106
opt-350m/14.fc2	0.02038486674427986	0.020200610160827637	0.020317524671554565	0.019645318388938904	0.01840914413332939
opt-350m/14.self_attn.k_proj	0.34122735261917114	0.31791096925735474	0.3372858464717865	0.3047787547111511	0.23465101420879364
opt-350m/14.self_attn.out_proj	0.00637395866215229	0.0063206106424331665	0.006382795516401529	0.006315725855529308	0.0056410422548651695
opt-350m/14.self_attn.q_proj	0.3010396361351013	0.2872738242149353	0.3120439052581787	0.2847731411457062	0.23100218176841736
opt-350m/14.self_attn.v_proj	0.19944524765014648	0.2008676677942276	0.21565063297748566	0.19433626532554626	0.16532492637634277
opt-350m/15.fc1	0.214853435754776	0.20144857466220856	0.24723000824451447	0.20325395464897156	0.16478347778320312
opt-350m/15.fc2	0.020363695919513702	0.020225435495376587	0.020279495045542717	0.019652899354696274	0.018434716388583183
opt-350m/15.self_attn.k_proj	0.3473663628101349	0.32289642095565796	0.3501746356487274	0.31089121103286743	0.2367519587278366
opt-350m/15.self_attn.out_proj	0.006744389422237873	0.0066771479323506355	0.006775589659810066	0.006696971133351326	0.005792395211756229
opt-350m/15.self_attn.q_proj	0.3063625693321228	0.2909494936466217	0.3223089277744293	0.2892436981201172	0.2324683517217636
opt-350m/15.self_attn.v_proj	0.18367430567741394	0.18492606282234192	0.20134791731834412	0.17977017164230347	0.15248677134513855
opt-350m/16.fc1	0.21124030649662018	0.19605502486228943	0.2506818175315857	0.1990376114845276	0.1598951816558838
opt-350m/16.fc2	0.019649311900138855	0.01942327432334423	0.019591063261032104	0.018881861120462418	0.017630059272050858
opt-350m/16.self_attn.k_proj	0.33418965339660645	0.3124232888221741	0.33979904651641846	0.3047889471054077	0.23497000336647034
opt-350m/16.self_attn.out_proj	0.008267412893474102	0.008209618739783764	0.008341408334672451	0.008254899643361568	0.007344297599047422
