Data	MSE	Diag	Hessian	OBQAware
bloom-560m/18.self_attention.query_key_value	0.3985779583454132	0.17444771528244019	0.17402708530426025	0.15264342725276947
bloom-560m/19.mlp.dense_4h_to_h	0.007059680763632059	0.007085527293384075	0.007612275425344706	0.006982386577874422
bloom-560m/19.mlp.dense_h_to_4h	0.06839711964130402	0.07074013352394104	0.07143145799636841	0.0655190497636795
bloom-560m/19.self_attention.dense	0.0023871944285929203	0.0024861907586455345	0.002502369461581111	0.002326083369553089
bloom-560m/19.self_attention.query_key_value	0.39658379554748535	0.18158607184886932	0.1804760843515396	0.15965847671031952
bloom-560m/2.mlp.dense_4h_to_h	0.002397372853010893	0.002398520242422819	0.0025216173380613327	0.0023745684884488583
bloom-560m/2.mlp.dense_h_to_4h	0.055499494075775146	0.05628080293536186	0.05663026124238968	0.05188862979412079
bloom-560m/2.self_attention.dense	0.00042243144707754254	0.0003812225768342614	0.0004013852740172297	0.00036332925083115697
bloom-560m/2.self_attention.query_key_value	0.056488391011953354	0.055708397179841995	0.05598633363842964	0.05321095511317253
bloom-560m/20.mlp.dense_4h_to_h	0.010714655742049217	0.010967109352350235	0.01120690442621708	0.009602105244994164
bloom-560m/20.mlp.dense_h_to_4h	0.07079662382602692	0.07314138114452362	0.07445741444826126	0.06718528270721436
bloom-560m/20.self_attention.dense	0.004473676905035973	0.004330464638769627	0.004366070032119751	0.0038339600432664156
bloom-560m/20.self_attention.query_key_value	0.4659750163555145	0.18837328255176544	0.1864234209060669	0.16654527187347412
bloom-560m/21.mlp.dense_4h_to_h	0.025880509987473488	0.026893561705946922	0.02353394776582718	0.018507322296500206
bloom-560m/21.mlp.dense_h_to_4h	0.07193716615438461	0.07454982399940491	0.07604515552520752	0.0669986829161644
bloom-560m/21.self_attention.dense	0.016748297959566116	0.012638412415981293	0.011192847974598408	0.008880394510924816
bloom-560m/21.self_attention.query_key_value	0.5451880097389221	0.2044605016708374	0.2075333148241043	0.18672646582126617
bloom-560m/22.mlp.dense_4h_to_h	0.021544676274061203	0.02359105460345745	0.0220833420753479	0.019534261897206306
bloom-560m/22.mlp.dense_h_to_4h	0.08813846111297607	0.08041493594646454	0.0801476389169693	0.06356972455978394
bloom-560m/22.self_attention.dense	0.019615773111581802	0.015132887288928032	0.011126423254609108	0.008860384114086628
bloom-560m/22.self_attention.query_key_value	1.0410451889038086	0.17544840276241302	0.1822277307510376	0.15502481162548065
bloom-560m/23.mlp.dense_4h_to_h	0.015021918341517448	0.008216319605708122	0.008467131294310093	0.007523542270064354
bloom-560m/23.mlp.dense_h_to_4h	0.08830858021974564	0.07163724303245544	0.06412430107593536	0.052578315138816833
bloom-560m/23.self_attention.dense	0.0024780449457466602	0.0023923180997371674	0.002075537107884884	0.0017816727049648762
bloom-560m/23.self_attention.query_key_value	0.0631352886557579	0.06118612363934517	0.06095540523529053	0.052197862416505814
bloom-560m/3.mlp.dense_4h_to_h	0.003079640679061413	0.0030973656103014946	0.0032058998476713896	0.003031012834981084
bloom-560m/3.mlp.dense_h_to_4h	0.05885740742087364	0.05998345836997032	0.06090184673666954	0.05586504563689232
bloom-560m/3.self_attention.dense	0.0008168684435077012	0.0005879076197743416	0.0006207722472026944	0.0005641863099299371
bloom-560m/3.self_attention.query_key_value	0.05831839516758919	0.05747664347290993	0.0578540675342083	0.05483754351735115
bloom-560m/4.mlp.dense_4h_to_h	0.004160132724791765	0.003490041010081768	0.003677165135741234	0.003414651844650507
bloom-560m/4.mlp.dense_h_to_4h	0.05344090983271599	0.054999880492687225	0.055069584399461746	0.05066186934709549
bloom-560m/4.self_attention.dense	0.0007545297266915441	0.0007458638865500689	0.0007544163381680846	0.000708602019585669
bloom-560m/4.self_attention.query_key_value	0.06007242202758789	0.05810447409749031	0.05894727632403374	0.05462993308901787
bloom-560m/5.mlp.dense_4h_to_h	0.00283998204395175	0.002841788809746504	0.0030168555676937103	0.0028087999671697617
bloom-560m/5.mlp.dense_h_to_4h	0.04326048865914345	0.044639553874731064	0.0444941520690918	0.04047514498233795
bloom-560m/5.self_attention.dense	0.0009481675224378705	0.0009285842534154654	0.0009712250903248787	0.0008943785214796662
bloom-560m/5.self_attention.query_key_value	0.07403579354286194	0.07104315608739853	0.06957516819238663	0.061921972781419754
bloom-560m/6.mlp.dense_4h_to_h	0.0029634772799909115	0.0029708980582654476	0.0031200747471302748	0.0029353860300034285
bloom-560m/6.mlp.dense_h_to_4h	0.051605481654405594	0.0536542609333992	0.053228434175252914	0.04850981384515762
bloom-560m/6.self_attention.dense	0.001358783571049571	0.001394517719745636	0.0014742292696610093	0.0013114416506141424
bloom-560m/6.self_attention.query_key_value	0.10774967819452286	0.09902313351631165	0.09432750940322876	0.07925180345773697
bloom-560m/7.mlp.dense_4h_to_h	0.002132080728188157	0.002135857008397579	0.002246337477117777	0.0021044653840363026
bloom-560m/7.mlp.dense_h_to_4h	0.028546899557113647	0.029307235032320023	0.028845567256212234	0.026330137625336647
bloom-560m/7.self_attention.dense	0.0010545040713623166	0.001074247993528843	0.0011259133461862803	0.0010011936537921429
bloom-560m/7.self_attention.query_key_value	0.11096445471048355	0.09011957049369812	0.08394056558609009	0.06950700283050537
bloom-560m/8.mlp.dense_4h_to_h	0.0017320490442216396	0.0017398142954334617	0.0018267965642735362	0.0017118313116952777
bloom-560m/8.mlp.dense_h_to_4h	0.02078206092119217	0.02107948809862137	0.02088448964059353	0.019218619912862778
bloom-560m/8.self_attention.dense	0.0011746303644031286	0.0011981092393398285	0.0012536763679236174	0.0011470408644527197
bloom-560m/8.self_attention.query_key_value	0.22868549823760986	0.1403321772813797	0.13182224333286285	0.10803908109664917
bloom-560m/9.mlp.dense_4h_to_h	0.0014894392807036638	0.0014958754181861877	0.001571819419041276	0.0014700662577524781
bloom-560m/9.mlp.dense_h_to_4h	0.016473736613988876	0.016413584351539612	0.01624811813235283	0.014876306056976318
bloom-560m/9.self_attention.dense	0.0012274454347789288	0.0012536589056253433	0.001251391600817442	0.0011971534695476294
bloom-560m/9.self_attention.query_key_value	0.3366449773311615	0.1365530788898468	0.13319769501686096	0.11244621127843857
opt-125m/0.fc1	0.0014943405985832214	0.0015721912495791912	0.0015767045551910996	0.0013411850668489933
opt-125m/0.fc2	0.00017296778969466686	0.00014064564311411232	0.00014354487939272076	0.00011853120668092743
opt-125m/0.self_attn.k_proj	0.41699835658073425	0.1640568971633911	0.16638602316379547	0.14400552213191986
opt-125m/0.self_attn.out_proj	3.068802470806986e-05	3.822218786808662e-05	3.069145532208495e-05	2.569892785686534e-05
opt-125m/0.self_attn.q_proj	0.24533796310424805	0.13603836297988892	0.12697835266590118	0.11373255401849747
opt-125m/0.self_attn.v_proj	0.0020498100202530622	0.0015670076245442033	0.0015847607282921672	0.001416813232935965
opt-125m/1.fc1	0.003966114018112421	0.0042737433686852455	0.00455618416890502	0.0034858493600040674
opt-125m/1.fc2	9.970305109163746e-05	9.46627915254794e-05	9.266089182347059e-05	8.578797132940963e-05
opt-125m/1.self_attn.k_proj	0.30824804306030273	0.09657424688339233	0.09167984127998352	0.07421452552080154
