Data	Max	MSE	Diag	Hessian	OBQAware
opt-350m/17.fc2	0.3858790695667267	0.017913740128278732	0.01776050589978695	0.019301578402519226	0.01756754331290722
opt-350m/17.self_attn.k_proj	1.556464433670044	0.34167778491973877	0.3480035364627838	0.30368632078170776	0.2820013165473938
opt-350m/17.self_attn.out_proj	0.07440054416656494	0.006571546196937561	0.006614444777369499	0.006247160956263542	0.005787328816950321
opt-350m/17.self_attn.q_proj	1.5979703664779663	0.3083883821964264	0.3233655095100403	0.3033677935600281	0.2816489338874817
opt-350m/17.self_attn.v_proj	1.1544249057769775	0.20510753989219666	0.22125881910324097	0.21871638298034668	0.20081143081188202
opt-350m/18.fc1	0.9761949777603149	0.21077468991279602	0.25241631269454956	0.21008692681789398	0.19158004224300385
opt-350m/18.fc2	0.36534443497657776	0.015853680670261383	0.0157984159886837	0.01742440275847912	0.015697374939918518
opt-350m/18.self_attn.k_proj	1.4309885501861572	0.34288787841796875	0.34242796897888184	0.29481083154678345	0.2702323794364929
opt-350m/18.self_attn.out_proj	0.04807122051715851	0.004743504337966442	0.004783017560839653	0.0047816685400903225	0.0043449848890304565
opt-350m/18.self_attn.q_proj	1.5026464462280273	0.35090047121047974	0.34549015760421753	0.3033701181411743	0.27655816078186035
opt-350m/18.self_attn.v_proj	1.0690596103668213	0.197960764169693	0.21614563465118408	0.21317800879478455	0.19379094243049622
opt-350m/19.fc1	0.9529761075973511	0.20607715845108032	0.24733510613441467	0.2027064859867096	0.18311570584774017
opt-350m/19.fc2	0.37005478143692017	0.015085231512784958	0.015039072372019291	0.01728300005197525	0.014949505217373371
opt-350m/19.self_attn.k_proj	1.4608160257339478	0.42606303095817566	0.39221569895744324	0.3148934841156006	0.28244608640670776
opt-350m/19.self_attn.out_proj	0.06841116398572922	0.005172093398869038	0.005205568391829729	0.0055019427090883255	0.005058403126895428
opt-350m/19.self_attn.q_proj	1.5054042339324951	0.45603784918785095	0.4036237299442291	0.32161325216293335	0.2870686650276184
opt-350m/19.self_attn.v_proj	0.9167155027389526	0.1659536063671112	0.18408885598182678	0.18303282558918	0.16241735219955444
opt-350m/2.fc1	0.8291589021682739	0.19549119472503662	0.24487873911857605	0.18803855776786804	0.16262266039848328
opt-350m/2.fc2	0.10886035114526749	0.007711149286478758	0.0075469729490578175	0.007716596592217684	0.006908382289111614
opt-350m/2.self_attn.k_proj	1.123388648033142	0.6644617319107056	0.6038517355918884	0.25238439440727234	0.215937077999115
opt-350m/2.self_attn.out_proj	0.022546354681253433	0.0019444427452981472	0.0019099605269730091	0.0019168606959283352	0.0017425975529477
opt-350m/2.self_attn.q_proj	0.988160252571106	0.3628188669681549	0.31885385513305664	0.22533631324768066	0.18478086590766907
opt-350m/2.self_attn.v_proj	0.513836681842804	0.11314372718334198	0.13504111766815186	0.13216635584831238	0.10338874906301498
opt-350m/20.fc1	1.002714991569519	0.2002367079257965	0.24222306907176971	0.20110037922859192	0.1817081719636917
opt-350m/20.fc2	0.42475149035453796	0.015699729323387146	0.0156465582549572	0.017500586807727814	0.015574220567941666
opt-350m/20.self_attn.k_proj	1.378865361213684	0.8646513223648071	0.650175154209137	0.38832491636276245	0.3327617943286896
opt-350m/20.self_attn.out_proj	0.09070958197116852	0.0059825703501701355	0.006008748896420002	0.006263402756303549	0.005895466078072786
opt-350m/20.self_attn.q_proj	1.3916761875152588	0.5681962966918945	0.46242010593414307	0.3341156542301178	0.2937930226325989
opt-350m/20.self_attn.v_proj	0.7190988063812256	0.14716359972953796	0.1605544090270996	0.16224059462547302	0.14399835467338562
opt-350m/21.fc1	1.030036449432373	0.20477567613124847	0.2426799237728119	0.20278379321098328	0.18416276574134827
opt-350m/21.fc2	0.5656036138534546	0.017112620174884796	0.01705767586827278	0.01907765492796898	0.016963845118880272
opt-350m/21.self_attn.k_proj	1.3016815185546875	0.9341594576835632	0.7268558740615845	0.4085167348384857	0.35645216703414917
opt-350m/21.self_attn.out_proj	0.08313626050949097	0.005628679879009724	0.0057068197056651115	0.005986460018903017	0.005506983958184719
opt-350m/21.self_attn.q_proj	1.4694561958312988	0.5730909109115601	0.5144245028495789	0.3670917749404907	0.3316936492919922
opt-350m/21.self_attn.v_proj	0.7005374431610107	0.14249122142791748	0.15281781554222107	0.15559175610542297	0.13919107615947723
opt-350m/22.fc1	0.9539819359779358	0.19505777955055237	0.22129440307617188	0.18994960188865662	0.17377251386642456
opt-350m/22.fc2	0.609805703163147	0.01986382156610489	0.019809283316135406	0.023887205868959427	0.019639698788523674
opt-350m/22.self_attn.k_proj	1.4373219013214111	1.2619872093200684	1.0495200157165527	0.5595884323120117	0.50212562084198
opt-350m/22.self_attn.out_proj	0.17932504415512085	0.010255217552185059	0.010403688997030258	0.010349091142416	0.010085899382829666
opt-350m/22.self_attn.q_proj	1.5886503458023071	0.46927449107170105	0.5108094215393066	0.4117259085178375	0.3820968568325043
opt-350m/22.self_attn.v_proj	0.5884643793106079	0.14295914769172668	0.1472097933292389	0.1578828990459442	0.13957011699676514
opt-350m/23.fc1	0.8337217569351196	0.1916632354259491	0.21242475509643555	0.17398858070373535	0.1580938696861267
opt-350m/23.fc2	0.5478777885437012	0.016923438757658005	0.01665615290403366	0.021473469212651253	0.01618480309844017
opt-350m/23.self_attn.k_proj	1.4214224815368652	0.4382370114326477	0.4265368580818176	0.34020376205444336	0.3115276098251343
opt-350m/23.self_attn.out_proj	0.18030521273612976	0.015997806563973427	0.015956614166498184	0.014675857499241829	0.013725437223911285
opt-350m/23.self_attn.q_proj	1.292968988418579	0.29492390155792236	0.3128129541873932	0.29752153158187866	0.27600452303886414
opt-350m/23.self_attn.v_proj	0.689466655254364	0.1824612021446228	0.1811753511428833	0.19478864967823029	0.17606180906295776
opt-350m/3.fc1	0.8420000076293945	0.18871094286441803	0.2369765043258667	0.18474775552749634	0.16390876471996307
opt-350m/3.fc2	0.13466908037662506	0.007886230945587158	0.007887348532676697	0.008520923554897308	0.007741780485957861
opt-350m/3.self_attn.k_proj	1.1871509552001953	0.5727803111076355	0.5245519876480103	0.25745052099227905	0.22309094667434692
opt-350m/3.self_attn.out_proj	0.020338021218776703	0.002028354909271002	0.0019736848771572113	0.001921279588714242	0.0017834014724940062
opt-350m/3.self_attn.q_proj	1.0444828271865845	0.4197274446487427	0.33949512243270874	0.24554228782653809	0.20300766825675964
opt-350m/3.self_attn.v_proj	0.5869346857070923	0.1282767653465271	0.14876142144203186	0.1481667160987854	0.11967314779758453
opt-350m/4.fc1	0.8654893636703491	0.19436423480510712	0.24307012557983398	0.1877550482749939	0.16789591312408447
opt-350m/4.fc2	0.15656355023384094	0.0088280588388443	0.008820083923637867	0.009490378201007843	0.008721664547920227
opt-350m/4.self_attn.k_proj	1.1662662029266357	0.6741211414337158	0.580328643321991	0.28951361775398254	0.247028648853302
opt-350m/4.self_attn.out_proj	0.028834838420152664	0.0024731922894716263	0.0024589335080236197	0.002599775092676282	0.00227144081145525
opt-350m/4.self_attn.q_proj	1.0645025968551636	0.4159833490848541	0.3643788695335388	0.2677869498729706	0.22623252868652344
opt-350m/4.self_attn.v_proj	0.4869081676006317	0.12072578072547913	0.14070099592208862	0.1371968537569046	0.11358098685741425
opt-350m/5.fc1	0.9134091734886169	0.20488792657852173	0.250293493270874	0.1867993324995041	0.16680485010147095
opt-350m/5.fc2	0.17019596695899963	0.008912171237170696	0.009029251523315907	0.009923773817718029	0.008843365125358105
opt-350m/5.self_attn.k_proj	0.9110242128372192	0.7778854370117188	0.5408151745796204	0.2325771152973175	0.1999497413635254
opt-350m/5.self_attn.out_proj	0.025945890694856644	0.0020944979041814804	0.0021323016844689846	0.0021556736901402473	0.001966431736946106
opt-350m/5.self_attn.q_proj	0.876680314540863	0.7041397094726562	0.4236335754394531	0.2282126396894455	0.1903786063194275
opt-350m/5.self_attn.v_proj	0.3994775712490082	0.11397628486156464	0.1339816302061081	0.12646842002868652	0.10674665868282318
opt-350m/6.fc1	0.9727636575698853	0.21627292037010193	0.26935046911239624	0.1995011568069458	0.1788157820701599
opt-350m/6.fc2	0.21252799034118652	0.010564498603343964	0.010748070664703846	0.012002304196357727	0.010479699820280075
opt-350m/6.self_attn.k_proj	1.0949093103408813	1.3778693675994873	0.8869094252586365	0.3163062334060669	0.26422905921936035
opt-350m/6.self_attn.out_proj	0.044655315577983856	0.0031147028785198927	0.0031736986711621284	0.0031726874876767397	0.0029957068618386984
opt-350m/6.self_attn.q_proj	1.031085729598999	0.7794933319091797	0.5264517068862915	0.26312947273254395	0.22562837600708008
opt-350m/6.self_attn.v_proj	0.33194300532341003	0.09915931522846222	0.11402563750743866	0.11058302223682404	0.09376798570156097
opt-350m/7.fc1	1.0634024143218994	0.22630588710308075	0.2855243682861328	0.21169279515743256	0.1909385621547699
opt-350m/7.fc2	0.28881222009658813	0.013038793578743935	0.013220960274338722	0.014758696779608727	0.012926182709634304
opt-350m/7.self_attn.k_proj	1.1915388107299805	1.14210844039917	0.7712997198104858	0.3320354223251343	0.2831014394760132
opt-350m/7.self_attn.out_proj	0.06676636636257172	0.004344019573181868	0.004414363764226437	0.0045205289497971535	0.004263693932443857
opt-350m/7.self_attn.q_proj	1.0961225032806396	0.6334702968597412	0.49619004130363464	0.2857680916786194	0.2504691481590271
opt-350m/7.self_attn.v_proj	0.3476411998271942	0.10677074640989304	0.11846257746219635	0.11796583235263824	0.10208399593830109
opt-350m/8.fc1	1.0190494060516357	0.21756616234779358	0.26338672637939453	0.20588509738445282	0.18774381279945374
opt-350m/8.fc2	0.41147899627685547	0.016284383833408356	0.016334060579538345	0.018760954961180687	0.0161894541233778
opt-350m/8.self_attn.k_proj	1.3808213472366333	0.9857569932937622	0.7864965200424194	0.39457178115844727	0.3392691910266876
opt-350m/8.self_attn.out_proj	0.09530065208673477	0.006096909288316965	0.006178228184580803	0.0062460144981741905	0.005994290113449097
opt-350m/8.self_attn.q_proj	1.3075599670410156	0.5138155221939087	0.4671204090118408	0.3204682469367981	0.2886720895767212
opt-350m/8.self_attn.v_proj	0.3645504415035248	0.11031028628349304	0.12058790028095245	0.12294796109199524	0.10627187043428421
opt-350m/9.fc1	0.9902783632278442	0.21018405258655548	0.23906828463077545	0.19881533086299896	0.18308155238628387
opt-350m/9.fc2	0.4355895519256592	0.016207639127969742	0.01624334789812565	0.01865062303841114	0.016066797077655792
opt-350m/9.self_attn.k_proj	1.3812854290008545	0.72547447681427	0.6237050294876099	0.3781701326370239	0.34034037590026855
opt-350m/9.self_attn.out_proj	0.09499320387840271	0.006765472237020731	0.006893903017044067	0.00743719981983304	0.0065879677422344685
opt-350m/9.self_attn.q_proj	1.309545874595642	0.37831491231918335	0.4187902808189392	0.35015830397605896	0.3166630268096924
opt-350m/9.self_attn.v_proj	0.4428596794605255	0.12344253063201904	0.1358865201473236	0.1331738531589508	0.11843928694725037
