Data	Scaling	Diag	DiagErr	DiagSqErr
opt-350m/5.fc2	mse	0.00082829047460109	0.0008275718428194523	0.0008260555914603174
opt-350m/5.self_attn.k_proj	mse	0.011086106300354004	0.011051801964640617	0.01094186119735241
opt-350m/5.self_attn.out_proj	mse	0.00016352898092009127	0.00016312472871504724	0.0001625317963771522
opt-350m/5.self_attn.q_proj	mse	0.011614792980253696	0.01156943291425705	0.011451071128249168
opt-350m/5.self_attn.v_proj	mse	0.006991012021899223	0.006915358826518059	0.0067337993532419205
opt-350m/6.fc1	mse	0.011660170741379261	0.011625891551375389	0.011564480140805244
opt-350m/6.fc2	mse	0.0009787343442440033	0.0009747009025886655	0.0009705242700874805
opt-350m/6.self_attn.k_proj	mse	0.013644731603562832	0.013540070503950119	0.013459578156471252
opt-350m/6.self_attn.out_proj	mse	0.0002625408233143389	0.0002621993771754205	0.000260632747085765
opt-350m/6.self_attn.q_proj	mse	0.013136026449501514	0.013049439527094364	0.012904168106615543
opt-350m/6.self_attn.v_proj	mse	0.006389742251485586	0.006350003182888031	0.00622973870486021
opt-350m/7.fc1	mse	0.012922127731144428	0.012901871465146542	0.012850215658545494
opt-350m/7.fc2	mse	0.0012425994500517845	0.0012307895813137293	0.0012181801721453667
opt-350m/7.self_attn.k_proj	mse	0.015568036586046219	0.015451020561158657	0.01531831081956625
opt-350m/7.self_attn.out_proj	mse	0.0003897173155564815	0.00038875825703144073	0.00038777850568294525
opt-350m/7.self_attn.q_proj	mse	0.014925239607691765	0.014830980449914932	0.014684395864605904
opt-350m/7.self_attn.v_proj	mse	0.007370627950876951	0.007322937250137329	0.00716570857912302
opt-350m/8.fc1	mse	0.013364915736019611	0.013350291177630424	0.013293684460222721
opt-350m/8.fc2	mse	0.0016056717140600085	0.001587205333635211	0.0015741003444418311
opt-350m/8.self_attn.k_proj	mse	0.01944407820701599	0.019258268177509308	0.019172539934515953
opt-350m/8.self_attn.out_proj	mse	0.0005583569873124361	0.0005573792732320726	0.0005571140791289508
opt-350m/8.self_attn.q_proj	mse	0.018639158457517624	0.018504774197936058	0.018358901143074036
opt-350m/8.self_attn.v_proj	mse	0.008148113265633583	0.008101494051516056	0.007963001728057861
opt-350m/9.fc1	mse	0.013663653284311295	0.013638528995215893	0.013605553656816483
opt-350m/9.fc2	mse	0.0016948624979704618	0.0016729972558096051	0.0016536202747374773
opt-350m/9.self_attn.k_proj	mse	0.02036523073911667	0.020240571349859238	0.02011767029762268
opt-350m/9.self_attn.out_proj	mse	0.0006192047148942947	0.0006188183324411511	0.0006181999342516065
opt-350m/9.self_attn.q_proj	mse	0.020572315901517868	0.020498979836702347	0.020350473001599312
opt-350m/9.self_attn.v_proj	mse	0.008819523267447948	0.008766954764723778	0.008661903440952301
