Data	Standard	Correction	Scaling	ScalingBiasOrder	ScalingOrder	ScalingBias		ScalingBiasOrderLS100		ScalingBiasOrderLS100
bloom-560m/3.self_attention.query_key_value	0.010532299987971783	0.010461446829140186	0.010612808167934418	0.010825623758137226	0.010966447181999683	0.010438439436256886		0.009610217995941639		0.009610217995941639
bloom-560m/4.mlp.dense_4h_to_h	0.04951614886522293	0.044941917061805725	0.005268641281872988	0.002497578738257289	0.002562890062108636	0.003685986390337348		0.0022770974319428205		0.0022770974319428205
bloom-560m/4.mlp.dense_h_to_4h	0.009843309409916401	0.009673490189015865	0.010057402774691582	0.009719710797071457	0.009802848100662231	0.00977199338376522		0.008631961420178413		0.008631961420178413
bloom-560m/4.self_attention.dense	0.00020121927082072943	0.00016607575525995344	0.00014688988449051976	0.00015597679885104299	0.00015699866344220936	0.0001545315608382225		0.0001410886470694095		0.0001410886470694095
bloom-560m/4.self_attention.query_key_value	0.01094913762062788	0.010687214322388172	0.010933228768408298	0.010706968605518341	0.010709469206631184	0.01052194181829691		0.009522181935608387		0.009522181935608387
bloom-560m/5.mlp.dense_4h_to_h	0.0016569376457482576	0.0016416790895164013	0.0016525447135791183	0.001504375017248094	0.0015017803525552154	0.0016380059532821178		0.0013599933590739965		0.0013599933590739965
bloom-560m/5.mlp.dense_h_to_4h	0.007974199950695038	0.007893089205026627	0.008303314447402954	0.008014697581529617	0.00806222390383482	0.008038569241762161		0.007073545828461647		0.007073545828461647
bloom-560m/5.self_attention.dense	0.0001951881276909262	0.0001894818851724267	0.00019055933807976544	0.000178447924554348	0.00018056400585919619	0.00018094043480232358		0.00017128701438196003		0.00017128701438196003
bloom-560m/5.self_attention.query_key_value	0.012998002581298351	0.012892591767013073	0.013078141026198864	0.012396014295518398	0.012395131401717663	0.012407111935317516		0.011040088720619678		0.011040088720619678
bloom-560m/6.mlp.dense_4h_to_h	0.0016027934616431594	0.0012961297761648893	0.0015006470493972301	0.0010455631418153644	0.0009819073602557182	0.0012485712068155408		0.0009741530520841479		0.0009741530520841479
bloom-560m/6.mlp.dense_h_to_4h	0.009411565028131008	0.009484335780143738	0.009994057938456535	0.009591160342097282	0.009609708562493324	0.009600350633263588		0.008447926491498947		0.008447926491498947
bloom-560m/6.self_attention.dense	0.00027376296930015087	0.00027104851324111223	0.0002815214393194765	0.00027079408755525947	0.00027255737222731113	0.00027268254780210555		0.0002548538614064455		0.0002548538614064455
bloom-560m/6.self_attention.query_key_value	0.020359357818961143	0.02096509374678135	0.016860323026776314	0.016404252499341965	0.016072014346718788	0.0164500642567873		0.014675711281597614		0.014675711281597614
bloom-560m/7.mlp.dense_4h_to_h	0.0009022342273965478	0.000880989246070385	0.0008250941755250096	0.0007765086484141648	0.0007817373843863606	0.0007994066691026092		0.0006917110877111554		0.0006917110877111554
bloom-560m/7.mlp.dense_h_to_4h	0.005685622803866863	0.005469969939440489	0.0055235265754163265	0.00522176269441843	0.005239690653979778	0.005234049633145332		0.004603045992553234		0.004603045992553234
bloom-560m/7.self_attention.dense	0.00022497886675409973	0.00020587581093423069	0.00021408866450656205	0.00019980240904260427	0.00020363970543257892	0.0002027287846431136		0.00018960569286718965		0.00018960569286718965
bloom-560m/7.self_attention.query_key_value	0.02208537422120571	0.02316267043352127	0.014463487081229687	0.014327716082334518	0.013691309839487076	0.014265436679124832		0.012446480803191662		0.012446480803191662
bloom-560m/8.mlp.dense_4h_to_h	0.0005722856731154025	0.0005597734707407653	0.00041692322702147067	0.00039855914656072855	0.0003997858730144799	0.00041349296225234866		0.0003596004389692098		0.0003596004389692098
bloom-560m/8.mlp.dense_h_to_4h	0.00417597871273756	0.0039670574478805065	0.00396187137812376	0.0038624140433967113	0.0037754469085484743	0.0037751791533082724		0.003425274509936571		0.003425274509936571
bloom-560m/8.self_attention.dense	0.00024923135060817003	0.00024763247347436845	0.0002560118737164885	0.0002441326796542853	0.00024560897145420313	0.00025041139451786876		0.0002329687267774716		0.0002329687267774716
bloom-560m/8.self_attention.query_key_value	0.058624643832445145	0.05479663610458374	0.0226979311555624	0.022360464558005333	0.021731747314333916	0.02238980494439602		0.019673632457852364		0.019673632457852364
bloom-560m/9.mlp.dense_4h_to_h	0.000541504065040499	0.0005296678864397109	0.00035550844040699303	0.0003383747534826398	0.0003385221352800727	0.000350175891071558		0.00030448840698227286		0.00030448840698227286
bloom-560m/9.mlp.dense_h_to_4h	0.003945040050894022	0.0036997555289417505	0.0030248905532062054	0.0029558141250163317	0.0030566370114684105	0.0029560094699263573		0.0026614638045430183		0.0026614638045430183
bloom-560m/9.self_attention.dense	0.00025673393975012004	0.0002552753430791199	0.000256089901085943	0.0002479450486134738	0.00024942393065430224	0.0002522239519748837		0.00022822052414994687		0.00022822052414994687
bloom-560m/9.self_attention.query_key_value	0.11118251830339432	0.09475795179605484	0.024319246411323547	0.023691972717642784	0.023124389350414276	0.02367742359638214		0.021054990589618683		0.021054990589618683
opt-125m/0.fc1	0.0002722800709307194	0.00031257225782610476	0.0002947535540442914	0.0002826445270329714	0.00027434740331955254	0.000292833341518417		0.0002581705339252949		0.0002581705339252949
opt-125m/0.fc2	0.007258996367454529	0.007198933511972427	7.71579725551419e-05	9.566371591063216e-05	9.797338134376332e-05	9.886777843348682e-05		7.812567491782829e-05		7.812567491782829e-05
opt-125m/0.self_attn.k_proj	0.08603084087371826	0.11011740565299988	0.026672592386603355	0.028067409992218018	0.026210738345980644	0.02725670300424099		0.025816768407821655		0.025816768407821655
opt-125m/0.self_attn.out_proj	1.0668581126083154e-05	1.0482763173058629e-05	1.1805029316747095e-05	9.141342161456123e-06	9.222530024999287e-06	9.015492651087698e-06		8.654438715893775e-06		8.654438715893775e-06
opt-125m/0.self_attn.q_proj	0.05697953701019287	0.07674463838338852	0.020489903166890144	0.0222339928150177	0.020201565697789192	0.021488970145583153		0.019666636362671852		0.019666636362671852
opt-125m/0.self_attn.v_proj	0.0005511704366654158	0.0006657799822278321	0.00031958913314156234	0.00034517122549004853	0.0003101610636804253	0.00038214141386561096		0.0003121303452644497		0.0003121303452644497
opt-125m/1.fc1	0.0007482669316232204	0.0009698537178337574	0.0010701225837692618	0.0013290239730849862	0.0010501699289306998	0.0013690622290596366		0.001033762819133699		0.001033762819133699
opt-125m/1.fc2	0.0005394312902353704	0.0005372195737436414	0.00026367453392595053	0.0002193830005126074	0.0002213854022556916	0.00021798558009322733		0.0001920517097460106		0.0001920517097460106
opt-125m/1.self_attn.k_proj	0.06706037372350693	0.0707634687423706	0.016023188829421997	0.015284749679267406	0.01498604565858841	0.015586295165121555		0.013338372111320496		0.013338372111320496
opt-125m/1.self_attn.out_proj	9.992771992983762e-06	9.795698133530095e-06	1.0402924090158194e-05	9.886030966299586e-06	9.914121619658545e-06	9.67336291068932e-06		9.770649739948567e-06		9.770649739948567e-06
opt-125m/1.self_attn.q_proj	0.03596801683306694	0.037862956523895264	0.0111294686794281	0.00901802908629179	0.00952625647187233	0.01019857544451952		0.008429095149040222		0.008429095149040222
opt-125m/1.self_attn.v_proj	0.0005127316107973456	0.0005581201403401792	0.0003926494682673365	0.0003601169737521559	0.0003047943173442036	0.00039370416197925806		0.0003136444138363004		0.0003136444138363004
opt-125m/10.fc1	0.002335835015401244	0.0026592041831463575	0.002370205009356141	0.002638540929183364	0.002327502705156803	0.0026613830123096704		0.0023538374807685614		0.0023538374807685614
opt-125m/10.fc2	0.00041391063132323325	0.0004117075295653194	0.0004120292142033577	0.00037635109038092196	0.0003775012737605721	0.00040482511394657195		0.00036328344140201807		0.00036328344140201807
opt-125m/10.self_attn.k_proj	0.3035675585269928	0.29451438784599304	0.07749537378549576	0.06996612995862961	0.07724493741989136	0.07017365097999573		0.06273963302373886		0.06273963302373886
opt-125m/10.self_attn.out_proj	0.00012009382044197991	0.00011951324995607138	0.00012229481944814324	0.00011844188702525571	0.0001188223177450709	0.00012030134530505165		0.00011325517698423937		0.00011325517698423937
opt-125m/10.self_attn.q_proj	0.13162170350551605	0.1353239119052887	0.048014912754297256	0.044211506843566895	0.04706147685647011	0.04474230110645294		0.039611514657735825		0.039611514657735825
opt-125m/10.self_attn.v_proj	0.004486201796680689	0.00463136238977313	0.004534752108156681	0.004896594677120447	0.004710293374955654	0.004695376381278038		0.004428494721651077		0.004428494721651077
opt-125m/11.fc1	0.0032636169344186783	0.0031815096735954285	0.0034963947255164385	0.006159406155347824	0.0029856704641133547	0.003184814238920808		0.004332873970270157		0.004332873970270157
opt-125m/11.fc2	0.0019286909373477101	0.0019406588980928063	0.0016339044086635113	0.0012245577527210116	0.0012014408130198717	0.0013486100360751152		0.0009516850113868713		0.0009516850113868713
opt-125m/11.self_attn.k_proj	0.09356123208999634	0.09627138823270798	0.048561472445726395	0.055855829268693924	0.04677543044090271	0.042260605841875076		0.045032378286123276		0.045032378286123276
opt-125m/11.self_attn.out_proj	0.00029748459928669035	0.0002946539898402989	0.000283694127574563	0.00027374140336178243	0.0002751836145762354	0.000276401755400002		0.0002601162705104798		0.0002601162705104798
opt-125m/11.self_attn.q_proj	0.038050394505262375	0.039629388600587845	0.028733978047966957	0.03783003240823746	0.027849867939949036	0.02761910855770111		0.03015986643731594		0.03015986643731594
opt-125m/11.self_attn.v_proj	0.005516780074685812	0.005581937730312347	0.0055317324586212635	0.006861648056656122	0.005449460353702307	0.005599220748990774		0.005916191730648279		0.005916191730648279
opt-125m/2.fc1	0.0008205308113247156	0.0009509951341897249	0.0009567543747834861	0.0008851097081787884	0.0008432287722826004	0.0010762048186734319		0.0007921954966150224		0.0007921954966150224
opt-125m/2.fc2	0.004455758258700371	0.004453896079212427	9.996292646974325e-05	8.811169391265139e-05	8.733847789699212e-05	8.667641668580472e-05		7.915798050817102e-05		7.915798050817102e-05
opt-125m/2.self_attn.k_proj	0.14577703177928925	0.13107630610466003	0.053723838180303574	0.057628411799669266	0.06616052240133286	0.04711533710360527		0.045935776084661484		0.045935776084661484
opt-125m/2.self_attn.out_proj	6.4491891862417106e-06	6.389103873516433e-06	7.3792484727164265e-06	6.8918093347747345e-06	6.9390916905831546e-06	6.945442237338284e-06		6.539901278301841e-06		6.539901278301841e-06
opt-125m/2.self_attn.q_proj	0.19912166893482208	0.16302244365215302	0.04181687906384468	0.09455845504999161	0.04832577705383301	0.03707479313015938		0.043757736682891846		0.043757736682891846
opt-125m/2.self_attn.v_proj	0.0007290455978363752	0.0008573535014875233	0.001273452304303646	0.0011808207491412759	0.0011222095927223563	0.0013153502950444818		0.0009319293312728405		0.0009319293312728405
opt-125m/3.fc1	0.0006414694944396615	0.0006245494005270302	0.0007066512480378151	0.0006297446670942008	0.0006301191169768572	0.0006309875170700252		0.0005633461405523121		0.0005633461405523121
opt-125m/3.fc2	0.00033734962926246226	0.0003363608557265252	0.00010372436372563243	0.00010168873268412426	0.00010236279922537506	0.00010260165436193347		9.767773008206859e-05		9.767773008206859e-05
opt-125m/3.self_attn.k_proj	0.7828013300895691	0.4848027527332306	0.020935475826263428	0.019155440852046013	0.01895579881966114	0.018249982967972755		0.016553236171603203		0.016553236171603203
opt-125m/3.self_attn.out_proj	7.376988378382521e-06	7.350611213041702e-06	7.862469828978647e-06	7.4359959398861974e-06	7.4657073128037155e-06	7.520196959376335e-06		7.020678367553046e-06		7.020678367553046e-06
opt-125m/3.self_attn.q_proj	0.6314553618431091	0.40256381034851074	0.01995093561708927	0.017428221181035042	0.01721213571727276	0.01675465516746044		0.014741431921720505		0.014741431921720505
opt-125m/3.self_attn.v_proj	0.0012932942481711507	0.0012006111210212111	0.002335628494620323	0.001665398827753961	0.0018305237172171474	0.0018437388353049755		0.0013622395927086473		0.0013622395927086473
opt-125m/4.fc1	0.0009420512360520661	0.0010270687052980065	0.0011201092274859548	0.001003814279101789	0.0009287401917390525	0.001002293429337442		0.0008574429084546864		0.0008574429084546864
opt-125m/4.fc2	0.0004395552969072014	0.00043763560825027525	0.00014947052113711834	0.00012798667012248188	0.00012941408203914762	0.00013005473010707647		0.0001167895388789475		0.0001167895388789475
opt-125m/4.self_attn.k_proj	1.0856252908706665	0.6283926963806152	0.031061703339219093	0.0302282702177763	0.02973131276667118	0.02964749187231064		0.026835724711418152		0.026835724711418152
opt-125m/4.self_attn.out_proj	1.0004409887187649e-05	9.861073522188235e-06	1.0313520760973915e-05	9.831672286964022e-06	9.919789590639994e-06	9.91698198049562e-06		9.303627848566975e-06		9.303627848566975e-06
opt-125m/4.self_attn.q_proj	0.6606858372688293	0.3539066016674042	0.028580939397215843	0.02646065503358841	0.02575536258518696	0.025886276736855507		0.023241957649588585		0.023241957649588585
opt-125m/4.self_attn.v_proj	0.0018079266883432865	0.0015858284896239638	0.002693159505724907	0.0018984213238582015	0.0020551588386297226	0.0021131245885044336		0.001603229553438723		0.001603229553438723
opt-125m/5.fc1	0.0008263399358838797	0.0009165545925498009	0.0008919637184590101	0.0008263934287242591	0.0008054269128479064	0.0008866383577696979		0.000739618728403002		0.000739618728403002
opt-125m/5.fc2	7.231988274725154e-05	7.210224430309609e-05	6.4702115196269e-05	5.977131149847992e-05	6.014117388986051e-05	6.216982728801668e-05		5.8034300309373066e-05		5.8034300309373066e-05
opt-125m/5.self_attn.k_proj	0.9989684224128723	0.5841719508171082	0.037617579102516174	0.0351320318877697	0.03701933100819588	0.03569510206580162		0.03188147023320198		0.03188147023320198
opt-125m/5.self_attn.out_proj	1.7143764125648886e-05	1.702496774669271e-05	1.7260652384720743e-05	1.6706055248505436e-05	1.6822576071717776e-05	1.68676288012648e-05		1.577777584316209e-05		1.577777584316209e-05
opt-125m/5.self_attn.q_proj	0.634462296962738	0.3635942041873932	0.03524047136306763	0.03239792212843895	0.033222924917936325	0.03249838575720787		0.029226412996649742		0.029226412996649742
opt-125m/5.self_attn.v_proj	0.001650862512178719	0.0015126975486055017	0.0022547049447894096	0.0017560003325343132	0.0019005514914169908	0.0018791725160554051		0.0014969023177400231		0.0014969023177400231
