Data	Standard	Correction	Scaling	ScalingBiasOrder	ScalingOrder	ScalingBias		ScalingBiasOrderLS100		ScalingBiasOrderLS100
opt-125m/6.fc1	0.0008708960376679897	0.0010709838243201375	0.0009333780035376549	0.0008732046117074788	0.0008146525360643864	0.0010255667148157954		0.0007672415231354535		0.0007672415231354535
opt-125m/6.fc2	9.360958210891113e-05	9.316031355410814e-05	8.639349834993482e-05	7.847596134524792e-05	7.907764666015282e-05	8.264149073511362e-05		7.59196700528264e-05		7.59196700528264e-05
opt-125m/6.self_attn.k_proj	0.942147433757782	0.5468200445175171	0.0440509207546711	0.0431651771068573	0.04391637444496155	0.04308326914906502		0.039553333073854446		0.039553333073854446
opt-125m/6.self_attn.out_proj	2.3483740733354352e-05	2.3335678633884527e-05	2.4469574782415293e-05	2.3126762243919075e-05	2.3240645532496274e-05	2.3313223209697753e-05		2.1770238163298927e-05		2.1770238163298927e-05
opt-125m/6.self_attn.q_proj	0.5082623362541199	0.2811902165412903	0.03521035239100456	0.03231591731309891	0.03467926010489464	0.03321531042456627		0.029255470260977745		0.029255470260977745
opt-125m/6.self_attn.v_proj	0.002233334118500352	0.002088649431243539	0.002833078382536769	0.0022983525414019823	0.0024696076288819313	0.002438527997583151		0.0019860591273754835		0.0019860591273754835
opt-125m/7.fc1	0.0010944956447929144	0.0014119652332738042	0.0011455169878900051	0.0011206750059500337	0.0010590758174657822	0.0013200765242800117		0.0010014059953391552		0.0010014059953391552
opt-125m/7.fc2	0.000111141060187947	0.00011069833271903917	0.00010262068826705217	9.607779793441296e-05	9.664823301136494e-05	9.982037590816617e-05		9.277571371058002e-05		9.277571371058002e-05
opt-125m/7.self_attn.k_proj	0.5259372591972351	0.414996474981308	0.04881056025624275	0.045712560415267944	0.04694254323840141	0.046924278140068054		0.04158777371048927		0.04158777371048927
opt-125m/7.self_attn.out_proj	3.680098234326579e-05	3.660454967757687e-05	3.6858375096926466e-05	3.609959821915254e-05	3.6240893678041175e-05	3.615606328821741e-05		3.429161006351933e-05		3.429161006351933e-05
opt-125m/7.self_attn.q_proj	0.23693938553333282	0.18573011457920074	0.03680417314171791	0.03507412597537041	0.03537825867533684	0.03409649431705475		0.031538303941488266		0.031538303941488266
opt-125m/7.self_attn.v_proj	0.003060973482206464	0.0030631842091679573	0.0026991311460733414	0.002648980123922229	0.002748090075328946	0.0027185247745364904		0.002304562134668231		0.002304562134668231
opt-125m/8.fc1	0.0014932922786101699	0.0017707055667415261	0.0015296390047296882	0.0015599109465256333	0.0014574575470760465	0.0016804012702777982		0.0013977944618090987		0.0013977944618090987
opt-125m/8.fc2	0.00017739673785399646	0.0001769063383108005	0.00017016229685395956	0.00015837834507692605	0.00015879956481512636	0.00016617460642009974		0.00015329169400501996		0.00015329169400501996
opt-125m/8.self_attn.k_proj	0.4295947551727295	0.36208999156951904	0.06140950322151184	0.051064833998680115	0.05815184488892555	0.05518556758761406		0.047309909015893936		0.047309909015893936
opt-125m/8.self_attn.out_proj	5.91527386859525e-05	5.887525912839919e-05	6.0968577599851415e-05	5.943845826550387e-05	5.960052294540219e-05	5.968601908534765e-05		5.619926378130913e-05		5.619926378130913e-05
opt-125m/8.self_attn.q_proj	0.16958363354206085	0.14865504205226898	0.042209792882204056	0.038000915199518204	0.04122010990977287	0.039309531450271606		0.034731537103652954		0.034731537103652954
opt-125m/8.self_attn.v_proj	0.0033133390825241804	0.0032890464644879103	0.0035620962735265493	0.003477112390100956	0.003330187639221549	0.003475886071100831		0.0030711411964148283		0.0030711411964148283
opt-125m/9.fc1	0.0018668826669454575	0.002189641585573554	0.0019306018948554993	0.0020675407722592354	0.0018637141911312938	0.0020937167573720217		0.0018552900291979313		0.0018552900291979313
opt-125m/9.fc2	0.00025250131147913635	0.0002514454536139965	0.0002500068803783506	0.0002335467142984271	0.00023410054564010352	0.00024544759071432054		0.00022504515072796494		0.00022504515072796494
opt-125m/9.self_attn.k_proj	0.268941730260849	0.25217244029045105	0.062056273221969604	0.05248139798641205	0.060022640973329544	0.055900827050209045		0.04900582134723663		0.04900582134723663
opt-125m/9.self_attn.out_proj	0.00010128103895112872	0.00010036453750217333	0.00010515592293813825	9.975748980650678e-05	0.00010016895976150408	0.00010078281775349751		9.416750253876671e-05		9.416750253876671e-05
opt-125m/9.self_attn.q_proj	0.09661231189966202	0.09459368139505386	0.038588739931583405	0.0473814494907856	0.037535566836595535	0.03630317747592926		0.03838298097252846		0.03838298097252846
opt-125m/9.self_attn.v_proj	0.003667273325845599	0.0037295266520231962	0.003782067447900772	0.0038900040090084076	0.003658867673948407	0.0038213878870010376		0.0034970056731253862		0.0034970056731253862
opt-350m/0.fc1	0.00715319998562336	0.007048392668366432	0.008548382669687271	0.007481277920305729	0.0075796423479914665	0.007632156368345022		0.004588443785905838		0.004588443785905838
opt-350m/0.fc2	0.00043180008651688695	0.0004294239042792469	0.00042639608727768064	0.00042135658441111445	0.00042230443796142936	0.0004225316224619746		0.00039493353688158095		0.00039493353688158095
opt-350m/0.self_attn.k_proj	0.00016930021229200065	0.00012030587822664529	6.215863686520606e-05	7.417421147692949e-05	7.511931471526623e-05	5.1704657380469143e-05		3.01999352814164e-05		3.01999352814164e-05
opt-350m/0.self_attn.out_proj	1.0376618675422833e-08	9.93102133861612e-09	1.3860463887738206e-08	1.1088597595687588e-08	1.1246571673950712e-08	1.110002489923545e-08		1.0802797767439642e-08		1.0802797767439642e-08
opt-350m/0.self_attn.q_proj	0.00011746873497031629	4.136703864787705e-05	3.6315308534540236e-05	3.4896311262855306e-05	3.433641177252866e-05	3.3668478863546625e-05		2.4728193238843232e-05		2.4728193238843232e-05
opt-350m/0.self_attn.v_proj	5.318557668942958e-06	5.117151886224747e-06	6.728375410602894e-06	4.707397238234989e-06	4.914273631584365e-06	5.787448571936693e-06		3.042047865164932e-06		3.042047865164932e-06
opt-350m/1.fc1	0.00787452794611454	0.007716820575296879	0.008723421022295952	0.007904921658337116	0.007997695356607437	0.008088584057986736		0.006065274588763714		0.006065274588763714
opt-350m/1.fc2	0.0005707301897928119	0.000569438561797142	0.0004918417544104159	0.0004900007625110447	0.0004912489093840122	0.0004909232375212014		0.00046452885726466775		0.00046452885726466775
opt-350m/1.self_attn.k_proj	0.006673892494291067	0.0065551940351724625	0.007503346540033817	0.0072285146452486515	0.007257521152496338	0.007330647669732571		0.006005445960909128		0.006005445960909128
opt-350m/1.self_attn.out_proj	0.00014799516065977514	0.0001464982342440635	0.0001585519639775157	0.00014556825044564903	0.00014714139979332685	0.00014675557031296194		0.00014051428297534585		0.00014051428297534585
opt-350m/1.self_attn.q_proj	0.006850319914519787	0.006738124415278435	0.00743945874273777	0.006682559847831726	0.006765788421034813	0.006969807669520378		0.00521495845168829		0.00521495845168829
opt-350m/1.self_attn.v_proj	0.003967610653489828	0.0038991684559732676	0.004626622423529625	0.0036175264976918697	0.003716855775564909	0.00416870741173625		0.0027536426205188036		0.0027536426205188036
opt-350m/10.fc1	0.01542534027248621	0.015120243653655052	0.015844570472836494	0.01511495653539896	0.015413833782076836	0.015205539762973785		0.013425270095467567		0.013425270095467567
opt-350m/10.fc2	0.0017949348548427224	0.0017864394467324018	0.0017478258814662695	0.0017071571201086044	0.0017121382988989353	0.001739021041430533		0.0016382276080548763		0.0016382276080548763
opt-350m/10.self_attn.k_proj	0.020492898300290108	0.02006075158715248	0.02180567756295204	0.02128937654197216	0.02134355902671814	0.0213216170668602		0.019205093383789062		0.019205093383789062
opt-350m/10.self_attn.out_proj	0.0008650971576571465	0.0008577023399993777	0.000874717254191637	0.0008524509612470865	0.0008605492766946554	0.0008586746407672763		0.0008148356573656201		0.0008148356573656201
opt-350m/10.self_attn.q_proj	0.021129069849848747	0.020845580846071243	0.021986978128552437	0.020894072949886322	0.021196508780121803	0.021193791180849075		0.018598783761262894		0.018598783761262894
opt-350m/10.self_attn.v_proj	0.010988212190568447	0.010799627751111984	0.011492420919239521	0.010641796514391899	0.010773067362606525	0.01089387945830822		0.009456433355808258		0.009456433355808258
opt-350m/11.fc1	0.01606728881597519	0.015723858028650284	0.016389083117246628	0.015698712319135666	0.016003815457224846	0.01578764244914055		0.014005908742547035		0.014005908742547035
opt-350m/11.fc2	0.0020301516633480787	0.002021804917603731	0.002053284551948309	0.001980338478460908	0.0019855783320963383	0.0020184931345283985		0.001904627657495439		0.001904627657495439
opt-350m/11.self_attn.k_proj	0.01972113735973835	0.019235458225011826	0.02107023075222969	0.020902324467897415	0.020882505923509598	0.020847806707024574		0.018981140106916428		0.018981140106916428
opt-350m/11.self_attn.out_proj	0.0006123959901742637	0.0006082660984247923	0.0006120518664829433	0.0006050594383850694	0.0006092679686844349	0.0006066537462174892		0.0005875546485185623		0.0005875546485185623
opt-350m/11.self_attn.q_proj	0.01927505061030388	0.01907118409872055	0.019696302711963654	0.01913890615105629	0.019283240661025047	0.01934748888015747		0.017178378999233246		0.017178378999233246
opt-350m/11.self_attn.v_proj	0.012843918055295944	0.012661095708608627	0.01336384192109108	0.012435100972652435	0.012923680245876312	0.012752078473567963		0.011146407574415207		0.011146407574415207
opt-350m/12.fc1	0.017207197844982147	0.016869347542524338	0.017459362745285034	0.016794968396425247	0.017124392092227936	0.016908569261431694		0.01502317562699318		0.01502317562699318
opt-350m/12.fc2	0.002041285391896963	0.0020359037443995476	0.0020393545273691416	0.0019997514318674803	0.0020022219978272915	0.002031572861596942		0.0019263152498751879		0.0019263152498751879
opt-350m/12.self_attn.k_proj	0.020497586578130722	0.020234916359186172	0.02129661664366722	0.021113380789756775	0.020993299782276154	0.021052338182926178		0.019115058705210686		0.019115058705210686
opt-350m/12.self_attn.out_proj	0.0009834625525400043	0.000977890333160758	0.0009762996924109757	0.0009659655625000596	0.0009703681571409106	0.0009708820143714547		0.0009385918965563178		0.0009385918965563178
opt-350m/12.self_attn.q_proj	0.02111646719276905	0.02102172002196312	0.021739047020673752	0.021254047751426697	0.02117893099784851	0.021433908492326736		0.019066836684942245		0.019066836684942245
opt-350m/12.self_attn.v_proj	0.01511341892182827	0.015139090828597546	0.015526432543992996	0.01489731390029192	0.015649516135454178	0.01523649413138628		0.013398554176092148		0.013398554176092148
opt-350m/13.fc1	0.01745552197098732	0.017166800796985626	0.01772499829530716	0.017110930755734444	0.017375770956277847	0.017214499413967133		0.01527505274862051		0.01527505274862051
opt-350m/13.fc2	0.0022080740891397	0.002202527364715934	0.0021969801746308804	0.0021518890280276537	0.002154458547011018	0.0021886341273784637		0.00206970889121294		0.00206970889121294
opt-350m/13.self_attn.k_proj	0.02125520259141922	0.02116388827562332	0.022061657160520554	0.02209591120481491	0.021841082721948624	0.021969817578792572		0.020078184083104134		0.020078184083104134
opt-350m/13.self_attn.out_proj	0.0010161652462556958	0.0010106634581461549	0.0010139660444110632	0.0010060807690024376	0.0010107606649398804	0.0010087594855576754		0.000974830356426537		0.000974830356426537
opt-350m/13.self_attn.q_proj	0.02098963037133217	0.02102312445640564	0.02129073441028595	0.021057680249214172	0.020865079015493393	0.021115629002451897		0.018895063549280167		0.018895063549280167
opt-350m/13.self_attn.v_proj	0.01558244414627552	0.015431111678481102	0.01602317951619625	0.015234440565109253	0.015796035528182983	0.015539279207587242		0.013671956025063992		0.013671956025063992
opt-350m/14.fc1	0.017196666449308395	0.01700817421078682	0.017578281462192535	0.01696372963488102	0.01714828610420227	0.01707600988447666		0.015153711661696434		0.015153711661696434
opt-350m/14.fc2	0.002046039327979088	0.0020426451228559017	0.0020453159231692553	0.0020017134957015514	0.002004676964133978	0.0020385724492371082		0.001922092866152525		0.001922092866152525
opt-350m/14.self_attn.k_proj	0.02154909074306488	0.021315570920705795	0.021957246586680412	0.02219415083527565	0.021598603576421738	0.02170722931623459		0.019957929849624634		0.019957929849624634
opt-350m/14.self_attn.out_proj	0.0005661355680786073	0.0005630906671285629	0.0005591560038737953	0.0005567525513470173	0.0005590918008238077	0.0005559684941545129		0.0005355234025046229		0.0005355234025046229
opt-350m/14.self_attn.q_proj	0.02199656516313553	0.02189585566520691	0.022291522473096848	0.021690569818019867	0.021774616092443466	0.0219607874751091		0.01939493976533413		0.01939493976533413
opt-350m/14.self_attn.v_proj	0.017196202650666237	0.016898952424526215	0.017745699733495712	0.01639176532626152	0.017241807654500008	0.016990607604384422		0.014709517359733582		0.014709517359733582
opt-350m/15.fc1	0.016825519502162933	0.016664475202560425	0.01723451167345047	0.016629012301564217	0.01677493378520012	0.016728296875953674		0.01488056592643261		0.01488056592643261
opt-350m/15.fc2	0.0021123280748724937	0.002106175059452653	0.0020531569607555866	0.002013255376368761	0.002013671211898327	0.002046087058261037		0.0019289604388177395		0.0019289604388177395
opt-350m/15.self_attn.k_proj	0.021808242425322533	0.021326057612895966	0.022245163097977638	0.02250341698527336	0.021699845790863037	0.021634196862578392		0.020244397222995758		0.020244397222995758
opt-350m/15.self_attn.out_proj	0.0005730231059715152	0.0005708566168323159	0.0005682814517058432	0.000562789267860353	0.0005654830019921064	0.0005653640255331993		0.0005380457732826471		0.0005380457732826471
opt-350m/15.self_attn.q_proj	0.022269487380981445	0.021982286125421524	0.022697845473885536	0.02180035412311554	0.022075530141592026	0.02204129844903946		0.019554153084754944		0.019554153084754944
opt-350m/15.self_attn.v_proj	0.0164225734770298	0.015745602548122406	0.017167992889881134	0.015326211228966713	0.01628115400671959	0.015907835215330124		0.013743377290666103		0.013743377290666103
opt-350m/16.fc1	0.01633923314511776	0.016209956258535385	0.016868168488144875	0.016166191548109055	0.01630171574652195	0.016294490545988083		0.014476844109594822		0.014476844109594822
opt-350m/16.fc2	0.0020662343595176935	0.002058136509731412	0.0019577457569539547	0.0019219599198549986	0.0019224286079406738	0.001950190751813352		0.0018368771998211741		0.0018368771998211741
opt-350m/16.self_attn.k_proj	0.02190016396343708	0.021448450163006783	0.022231271490454674	0.022084634751081467	0.021617116406559944	0.021490586921572685		0.01979060098528862		0.01979060098528862
opt-350m/16.self_attn.out_proj	0.0007409276440739632	0.0007373164989985526	0.0007400870090350509	0.0007330490043386817	0.0007362330798059702	0.0007355090929195285		0.0007119006477296352		0.0007119006477296352
opt-350m/16.self_attn.q_proj	0.02294890210032463	0.022527799010276794	0.023391732946038246	0.02226066216826439	0.02274039015173912	0.022563718259334564		0.020000573247671127		0.020000573247671127
opt-350m/16.self_attn.v_proj	0.017428696155548096	0.01683437079191208	0.01824260875582695	0.01635030284523964	0.0171431303024292	0.01694856397807598		0.014721792191267014		0.014721792191267014
opt-350m/17.fc1	0.015608647838234901	0.015502799302339554	0.016274888068437576	0.015485698357224464	0.015612980350852013	0.015621427446603775		0.01388213224709034		0.01388213224709034
opt-350m/17.fc2	0.0018360576359555125	0.001830625464208424	0.0017571611097082496	0.001729887444525957	0.001733556855469942	0.0017524610739201307		0.0016556004993617535		0.0016556004993617535
opt-350m/17.self_attn.k_proj	0.02095457725226879	0.020401813089847565	0.02131456509232521	0.020191174000501633	0.020650915801525116	0.0204533152282238		0.018251411616802216		0.018251411616802216
opt-350m/17.self_attn.out_proj	0.000496930442750454	0.0004946176195517182	0.0004918886115774512	0.0004881565982941538	0.0004910737625323236	0.0004913584562018514		0.0004625633009709418		0.0004625633009709418
opt-350m/17.self_attn.q_proj	0.02232419140636921	0.02169620990753174	0.022816721349954605	0.02143852785229683	0.022060059010982513	0.02178075537085533		0.019296469166874886		0.019296469166874886
opt-350m/17.self_attn.v_proj	0.01642991602420807	0.01570645160973072	0.017149943858385086	0.015274068340659142	0.015970304608345032	0.01584404706954956		0.013790734112262726		0.013790734112262726
opt-350m/18.fc1	0.014767401851713657	0.01466331072151661	0.015433828346431255	0.014655524864792824	0.014762681908905506	0.01480097882449627		0.01318229641765356		0.01318229641765356
opt-350m/18.fc2	0.001621224102564156	0.0016159829683601856	0.0016149036819115281	0.0015754387713968754	0.0015791598707437515	0.001598988426849246		0.0015068072825670242		0.0015068072825670242
opt-350m/18.self_attn.k_proj	0.020194891840219498	0.019718214869499207	0.020608559250831604	0.01951507106423378	0.019888052716851234	0.019750848412513733		0.017615539953112602		0.017615539953112602
opt-350m/18.self_attn.out_proj	0.00035268423380330205	0.0003506665234453976	0.0003544543869793415	0.0003511533432174474	0.00035280376323498785	0.00035326078068464994		0.00032998627284541726		0.00032998627284541726
opt-350m/18.self_attn.q_proj	0.0220319963991642	0.02139466069638729	0.022520240396261215	0.021119458600878716	0.021585918962955475	0.021488364785909653		0.019038300961256027		0.019038300961256027
opt-350m/18.self_attn.v_proj	0.015467565506696701	0.01485600695014	0.016177982091903687	0.014453636482357979	0.01503320038318634	0.014964116737246513		0.013119451701641083		0.013119451701641083
opt-350m/19.fc1	0.014223486185073853	0.014110135845839977	0.014859972521662712	0.014087141491472721	0.01420506276190281	0.014241667464375496		0.012720102444291115		0.012720102444291115
opt-350m/19.fc2	0.0015466546174138784	0.0015424592420458794	0.0015622398350387812	0.001516090938821435	0.0015194506850093603	0.0015431179199367762		0.0014543633442372084		0.0014543633442372084
opt-350m/19.self_attn.k_proj	0.020842719823122025	0.02015761286020279	0.021208439022302628	0.020057089626789093	0.020455557852983475	0.020287172868847847		0.018219392746686935		0.018219392746686935
opt-350m/19.self_attn.out_proj	0.00045694265281781554	0.00045319536002352834	0.00045710831182077527	0.0004511093138717115	0.00045312143629416823	0.00045338511699810624		0.0004304496687836945		0.0004304496687836945
opt-350m/19.self_attn.q_proj	0.022417008876800537	0.02162201888859272	0.023070961236953735	0.02157577872276306	0.022048737853765488	0.021931037306785583		0.019564038142561913		0.019564038142561913
opt-350m/19.self_attn.v_proj	0.013220647349953651	0.012790827080607414	0.013900244608521461	0.01247902400791645	0.012881245464086533	0.012924806214869022		0.011346278712153435		0.011346278712153435
opt-350m/2.fc1	0.00912175141274929	0.008996263146400452	0.00998149998486042	0.009063856676220894	0.009203099645674229	0.009336999617516994		0.007394801359623671		0.007394801359623671
opt-350m/2.fc2	0.0006755549693480134	0.0006739679374732077	0.0006126590305939317	0.0006058644503355026	0.0006069897790439427	0.0006083687767386436		0.0005788237322121859		0.0005788237322121859
opt-350m/2.self_attn.k_proj	0.009902911260724068	0.009732317179441452	0.010634145699441433	0.010061250999569893	0.010163494385778904	0.010198460891842842		0.008622715249657631		0.008622715249657631
opt-350m/2.self_attn.out_proj	0.00014760179328732193	0.00014605800970457494	0.0001539864024380222	0.00014739857579115778	0.0001486277033109218	0.00014803142403252423		0.00014078379899729043		0.00014078379899729043
opt-350m/2.self_attn.q_proj	0.010565971955657005	0.010406972840428352	0.011501073837280273	0.010429004207253456	0.01053919643163681	0.010846320539712906		0.008559400215744972		0.008559400215744972
opt-350m/2.self_attn.v_proj	0.005876670591533184	0.005767210386693478	0.0067069255746901035	0.005494134500622749	0.005633180029690266	0.006085838191211224		0.004504287615418434		0.004504287615418434
opt-350m/20.fc1	0.014340518973767757	0.014213606715202332	0.014917585998773575	0.01417839527130127	0.014303825795650482	0.014332694001495838		0.012821763753890991		0.012821763753890991
opt-350m/20.fc2	0.001637676265090704	0.0016328064957633615	0.0016437922604382038	0.0015936968848109245	0.0015970452222973108	0.0016282626893371344		0.0015347840962931514		0.0015347840962931514
opt-350m/20.self_attn.k_proj	0.02293618582189083	0.021380042657256126	0.025242771953344345	0.023919476196169853	0.02423287183046341	0.023968514055013657		0.022093676030635834		0.022093676030635834
opt-350m/20.self_attn.out_proj	0.0005705220391973853	0.0005668586818501353	0.000575540354475379	0.0005620296578854322	0.0005655288696289062	0.0005678215529769659		0.0005410888697952032		0.0005410888697952032
opt-350m/20.self_attn.q_proj	0.022766828536987305	0.021795328706502914	0.023732712492346764	0.022388245910406113	0.022772828117012978	0.022697433829307556		0.020461123436689377		0.020461123436689377
opt-350m/20.self_attn.v_proj	0.011904818005859852	0.011656342074275017	0.012424500659108162	0.011326523497700691	0.011596202850341797	0.01173430122435093		0.010338317602872849		0.010338317602872849
opt-350m/21.fc1	0.014541424810886383	0.014410151168704033	0.014964159578084946	0.014292307198047638	0.014432290568947792	0.014484365470707417		0.013007165864109993		0.013007165864109993
opt-350m/21.fc2	0.0018323156982660294	0.0018287935527041554	0.0018233747687190771	0.001742473803460598	0.001745808869600296	0.0018083351897075772		0.001680570188909769		0.001680570188909769
opt-350m/21.self_attn.k_proj	0.025140035897493362	0.022832483053207397	0.0263331588357687	0.025006188079714775	0.025249943137168884	0.024912429973483086		0.023167572915554047		0.023167572915554047
opt-350m/21.self_attn.out_proj	0.0005046442383900285	0.0005003915866836905	0.00050976627971977	0.0004931205767206848	0.0004969820147380233	0.0004988861619494855		0.00047058466589078307		0.00047058466589078307
opt-350m/21.self_attn.q_proj	0.02451903745532036	0.023324228823184967	0.0248375553637743	0.023661360144615173	0.02407042309641838	0.023922305554151535		0.02176845818758011		0.02176845818758011
opt-350m/21.self_attn.v_proj	0.011787477880716324	0.01154598593711853	0.012225056998431683	0.011237934231758118	0.01148435939103365	0.011600706726312637		0.01027204841375351		0.01027204841375351
opt-350m/22.fc1	0.013871608301997185	0.013722059316933155	0.014076737686991692	0.013545233756303787	0.013688385486602783	0.013751724734902382		0.012338461354374886		0.012338461354374886
opt-350m/22.fc2	0.002151436870917678	0.0021449257619678974	0.0021319712977856398	0.00202464172616601	0.0020306508522480726	0.002117627300322056		0.0019562244415283203		0.0019562244415283203
opt-350m/22.self_attn.k_proj	0.03640414774417877	0.031669389456510544	0.03453947603702545	0.03245726227760315	0.03305448219180107	0.03230421990156174		0.03045484609901905		0.03045484609901905
opt-350m/22.self_attn.out_proj	0.0010040494380518794	0.000996515853330493	0.0010029198601841927	0.0009824997978284955	0.0009865594329312444	0.0009959910530596972		0.0009309122106060386		0.0009309122106060386
opt-350m/22.self_attn.q_proj	0.027913061901926994	0.027517780661582947	0.02824268862605095	0.02705349400639534	0.02747648023068905	0.027597907930612564		0.025031588971614838		0.025031588971614838
opt-350m/22.self_attn.v_proj	0.012599395588040352	0.01242450624704361	0.012915173545479774	0.012138236314058304	0.012327815406024456	0.01246231235563755		0.011124987155199051		0.011124987155199051
opt-350m/23.fc1	0.012043926864862442	0.011925751343369484	0.012138834223151207	0.011637631803750992	0.011781275272369385	0.011934611946344376		0.010575548745691776		0.010575548745691776
opt-350m/23.fc2	0.0020017318893224	0.0019877306185662746	0.001742740860208869	0.001662045600824058	0.0016680634580552578	0.0017208113567903638		0.001625632168725133		0.001625632168725133
opt-350m/23.self_attn.k_proj	0.023803215473890305	0.02237943559885025	0.02371853217482567	0.022711466997861862	0.022845808416604996	0.02257661148905754		0.021156486123800278		0.021156486123800278
opt-350m/23.self_attn.out_proj	0.0011360516073182225	0.001127251423895359	0.0011508541647344828	0.001086922362446785	0.0011008530855178833	0.0011406998382881284		0.0009946452919393778		0.0009946452919393778
opt-350m/23.self_attn.q_proj	0.022607143968343735	0.022341711446642876	0.022853920236229897	0.021725904196500778	0.02204027771949768	0.022404715418815613		0.020083721727132797		0.020083721727132797
opt-350m/23.self_attn.v_proj	0.01666518673300743	0.016390834003686905	0.016836361959576607	0.015927879139780998	0.01614581234753132	0.016403112560510635		0.0147241884842515		0.0147241884842515
opt-350m/3.fc1	0.009981906041502953	0.009852224960923195	0.010841695591807365	0.009962314739823341	0.010102447122335434	0.010183950886130333		0.008330531418323517		0.008330531418323517
opt-350m/3.fc2	0.000734178232960403	0.0007322616875171661	0.0007055001333355904	0.0006953588454052806	0.0006992107955738902	0.0006992693524807692		0.0006656126352027059		0.0006656126352027059
opt-350m/3.self_attn.k_proj	0.011913768947124481	0.011670533567667007	0.01263226754963398	0.011918777599930763	0.012081368826329708	0.012116859667003155		0.010327453725039959		0.010327453725039959
opt-350m/3.self_attn.out_proj	0.0001529092260170728	0.00015163226635195315	0.00014992219803389162	0.00014781033678445965	0.00014905545685905963	0.00014882296090945601		0.00014090564218349755		0.00014090564218349755
opt-350m/3.self_attn.q_proj	0.012784690596163273	0.012621346861124039	0.014039644971489906	0.012805499136447906	0.012939780950546265	0.01325206644833088		0.010800335556268692		0.010800335556268692
opt-350m/3.self_attn.v_proj	0.007332095876336098	0.007288680411875248	0.008387664332985878	0.006956107914447784	0.007102032657712698	0.007621717173606157		0.00588572071865201		0.00588572071865201
opt-350m/4.fc1	0.010614046826958656	0.010481900535523891	0.011510930955410004	0.010601336136460304	0.010764491744339466	0.010797507129609585		0.009009310975670815		0.009009310975670815
opt-350m/4.fc2	0.000835991813801229	0.0008353289449587464	0.0008038069354370236	0.0007962656090967357	0.0007988200522959232	0.0007996703498065472		0.0007617989904247224		0.0007617989904247224
opt-350m/4.self_attn.k_proj	0.013372797518968582	0.013083865866065025	0.014390695840120316	0.01354203000664711	0.013757061213254929	0.013727141544222832		0.011861959472298622		0.011861959472298622
opt-350m/4.self_attn.out_proj	0.0001883507356978953	0.00018671003635972738	0.00019399898883420974	0.00018744940462056547	0.00018922203162219375	0.0001877042232081294		0.00018041656585410237		0.00018041656585410237
opt-350m/4.self_attn.q_proj	0.013972071930766106	0.013743196614086628	0.015164226293563843	0.013965176418423653	0.014176370576024055	0.014294372871518135		0.011927014216780663		0.011927014216780663
opt-350m/4.self_attn.v_proj	0.007256169803440571	0.007167507894337177	0.00805087573826313	0.007027585059404373	0.007232693489640951	0.007486894726753235		0.006026199087500572		0.006026199087500572
opt-350m/5.fc1	0.011079481802880764	0.01096008438616991	0.012053805403411388	0.01111314445734024	0.011247875168919563	0.011261409148573875		0.0095252376049757		0.0095252376049757
opt-350m/5.fc2	0.0008286709198728204	0.0008252906845882535	0.0008440733654424548	0.0008252349216490984	0.0008274269057437778	0.0008305305964313447		0.0007930418360047042		0.0007930418360047042
opt-350m/5.self_attn.k_proj	0.011427512392401695	0.011122876778244972	0.012524787336587906	0.011945880949497223	0.012096435762941837	0.012082017958164215		0.010563602671027184		0.010563602671027184
opt-350m/5.self_attn.out_proj	0.0001637166424188763	0.00016259297262877226	0.000166276513482444	0.00016358858556486666	0.00016467241221107543	0.00016452463751193136		0.0001593223278177902		0.0001593223278177902
opt-350m/5.self_attn.q_proj	0.01197529025375843	0.011708623729646206	0.01329675130546093	0.01245732232928276	0.012617012485861778	0.012689156457781792		0.010906376875936985		0.010906376875936985
opt-350m/5.self_attn.v_proj	0.007215863559395075	0.007148785516619682	0.007898436859250069	0.006946503184735775	0.0071661146357655525	0.007373027503490448		0.0060393656603991985		0.0060393656603991985
opt-350m/6.fc1	0.012136652134358883	0.011833375319838524	0.013050169683992863	0.011956840753555298	0.012281075119972229	0.012111110612750053		0.01036003790795803		0.01036003790795803
opt-350m/6.fc2	0.0009792211931198835	0.0009756733197718859	0.0009959465824067593	0.0009681609808467329	0.0009713401668705046	0.0009775860235095024		0.0009308980661444366		0.0009308980661444366
opt-350m/6.self_attn.k_proj	0.013995056971907616	0.01340972725301981	0.017003323882818222	0.016964290291070938	0.017159277573227882	0.017003711313009262		0.01546303741633892		0.01546303741633892
opt-350m/6.self_attn.out_proj	0.0002625579363666475	0.0002611670643091202	0.00026980292750522494	0.00026355235604569316	0.00026488048024475574	0.0002658437588252127		0.0002526260504964739		0.0002526260504964739
opt-350m/6.self_attn.q_proj	0.013635830022394657	0.013210771605372429	0.015268312767148018	0.014323696494102478	0.01465760637074709	0.014567933045327663		0.012754544615745544		0.012754544615745544
opt-350m/6.self_attn.v_proj	0.006724654696881771	0.006530601531267166	0.0073607200756669044	0.0064054070971906185	0.006598830223083496	0.006697813980281353		0.005594612564891577		0.005594612564891577
opt-350m/7.fc1	0.013484354130923748	0.013177909888327122	0.014359699562191963	0.013254338875412941	0.01356615498661995	0.013410636223852634		0.011577518656849861		0.011577518656849861
opt-350m/7.fc2	0.0012427599867805839	0.0012383480789139867	0.0012682568049058318	0.001212595496326685	0.0012160246260464191	0.0012420028215274215		0.0011687049409374595		0.0011687049409374595
