Data	Scaling	Damp0.001	Damp0.003	Damp0.01	Damp0.03	Damp0.1	Damp0.3	Damp1.0
opt-125m/2.self_attn.out_proj	mse	1.8434349840390496e-05	1.8371354599366896e-05	1.8227123291580938e-05	1.828412860049866e-05	1.8814787836163305e-05	2.022394801315386e-05	2.3044636691338383e-05
opt-125m/2.self_attn.q_proj	mse	0.5289384126663208	0.5217774510383606	0.5094268321990967	0.495574951171875	0.4857161343097687	0.48754820227622986	0.5089670419692993
opt-125m/2.self_attn.v_proj	mse	0.002585822017863393	0.0025080072227865458	0.0024843644350767136	0.0024892205838114023	0.002602688502520323	0.002960172714665532	0.003935282584279776
opt-125m/3.fc1	mse	0.0020284077618271112	0.001999619649723172	0.0019412795081734657	0.0018901452422142029	0.0019018882885575294	0.0019840190652757883	0.0022006812505424023
opt-125m/3.fc2	mse	0.0006132186390459538	0.0006132367416284978	0.0006129026296548545	0.0006126853404566646	0.0006129652028903365	0.0006136998417787254	0.0006157330353744328
opt-125m/3.self_attn.k_proj	mse	1.3042629957199097	1.2731008529663086	1.2188609838485718	1.163533091545105	1.1198112964630127	1.1064718961715698	1.1404227018356323
opt-125m/3.self_attn.out_proj	mse	2.1741308955824934e-05	2.1727662897319533e-05	2.168969513149932e-05	2.1704670871258713e-05	2.2009968233760446e-05	2.2960919523029588e-05	2.523173861845862e-05
opt-125m/3.self_attn.q_proj	mse	1.116005539894104	1.0817779302597046	1.0300089120864868	0.9790900349617004	0.9396678805351257	0.9280579686164856	0.9576849341392517
opt-125m/3.self_attn.v_proj	mse	0.004556064028292894	0.0045702457427978516	0.004576174076646566	0.004559026565402746	0.004758189897984266	0.005490871611982584	0.007407715078443289
opt-125m/4.fc1	mse	0.0033147658687084913	0.0032130777835845947	0.00305992946960032	0.002996416063979268	0.0030001879204064608	0.00311288726516068	0.0034336696844547987
opt-125m/4.fc2	mse	0.0007022329955361784	0.0007015460287220776	0.0007013171561993659	0.0007007390377111733	0.0007024062797427177	0.0007062419317662716	0.0007127400604076684
opt-125m/4.self_attn.k_proj	mse	1.5903053283691406	1.5594863891601562	1.4905668497085571	1.3867229223251343	1.3139029741287231	1.2886286973953247	1.3162001371383667
opt-125m/4.self_attn.out_proj	mse	3.066140561713837e-05	3.066472345381044e-05	3.064173142774962e-05	3.068006844841875e-05	3.085680145886727e-05	3.167926115565933e-05	3.407551776035689e-05
opt-125m/4.self_attn.q_proj	mse	0.9791374206542969	0.9558117985725403	0.9014415144920349	0.8222837448120117	0.7659025192260742	0.7495315670967102	0.7789126038551331
opt-125m/4.self_attn.v_proj	mse	0.0058080051094293594	0.00564164062961936	0.0055295429192483425	0.005483955144882202	0.005613038316369057	0.006226056721061468	0.007821294479072094
opt-125m/5.fc1	mse	0.002793889492750168	0.0027411107439547777	0.0026700447779148817	0.0026278786826878786	0.002633448923006654	0.0027242666110396385	0.0029873987659811974
opt-125m/5.fc2	mse	0.000189629674423486	0.000189726531971246	0.0001898759073810652	0.00019054173026233912	0.00019362702732905746	0.00020143653091508895	0.00021810911130160093
opt-125m/5.self_attn.k_proj	mse	1.5071583986282349	1.4732322692871094	1.4154572486877441	1.3280764818191528	1.2652238607406616	1.2419992685317993	1.2609422206878662
opt-125m/5.self_attn.out_proj	mse	5.3049734560772777e-05	5.30291254108306e-05	5.302094723447226e-05	5.3051775466883555e-05	5.347682235878892e-05	5.509116454049945e-05	5.983712253510021e-05
opt-125m/5.self_attn.q_proj	mse	0.9531887173652649	0.928447425365448	0.8832785487174988	0.8134608268737793	0.7662530541419983	0.7514956593513489	0.775026798248291
opt-125m/5.self_attn.v_proj	mse	0.006189258303493261	0.005202526692301035	0.005078969057649374	0.005026086233556271	0.005090062040835619	0.005522868130356073	0.006620518863201141
opt-125m/6.fc1	mse	0.0029717441648244858	0.002888142131268978	0.002758338348940015	0.002680770354345441	0.002665456384420395	0.0027463834267109632	0.0029941785614937544
opt-125m/6.fc2	mse	0.00024033368390519172	0.00024029718770179898	0.00024043595476541668	0.0002412440226180479	0.00024520125589333475	0.0002555426908656955	0.0002784554089885205
opt-125m/6.self_attn.k_proj	mse	1.438576340675354	1.409732460975647	1.3428059816360474	1.2696101665496826	1.2088747024536133	1.1857646703720093	1.2062891721725464
opt-125m/6.self_attn.out_proj	mse	7.219565304694697e-05	7.219948020065203e-05	7.214924698928371e-05	7.222179556265473e-05	7.281978469109163e-05	7.510449358960614e-05	8.133990195346996e-05
opt-125m/6.self_attn.q_proj	mse	0.7843375205993652	0.765695333480835	0.721714973449707	0.6722505688667297	0.6327711939811707	0.6184270977973938	0.6383015513420105
opt-125m/6.self_attn.v_proj	mse	0.008921482600271702	0.006872272118926048	0.006748016923666	0.006741667632013559	0.006838029250502586	0.007300456985831261	0.008458367548882961
opt-125m/7.fc1	mse	0.0034968573600053787	0.003479224629700184	0.0034502006601542234	0.00342693948186934	0.003431146265938878	0.0035166675224900246	0.0038006168324500322
opt-125m/7.fc2	mse	0.00029025072581134737	0.0002903126005548984	0.00029036891646683216	0.0002911943884100765	0.0002953431976493448	0.00030673874425701797	0.0003338739334139973
opt-125m/7.self_attn.k_proj	mse	0.9676604270935059	0.9613491892814636	0.9496443867683411	0.9281286597251892	0.8984429836273193	0.8830521702766418	0.9035045504570007
opt-125m/7.self_attn.out_proj	mse	0.0001133023397414945	0.00011324536899337545	0.00011324756633257493	0.0001132905381382443	0.00011454254854470491	0.00011957262177020311	0.00013197569933254272
opt-125m/7.self_attn.q_proj	mse	0.46417394280433655	0.4595769941806793	0.4511963129043579	0.4383048117160797	0.42004966735839844	0.41281750798225403	0.4290908873081207
opt-125m/7.self_attn.v_proj	mse	0.009370340034365654	0.009164455346763134	0.009038147516548634	0.008991414681077003	0.009020945988595486	0.009399878792464733	0.010398664511740208
opt-125m/8.fc1	mse	0.004769632127135992	0.0047606113366782665	0.004737174604088068	0.004709773231297731	0.0046973139978945255	0.0047933426685631275	0.005149552132934332
