Data	MSE	Diag	Hessian	OBQAware
opt-125m/6.fc1	0.0027583495248109102	0.0030630361288785934	0.0028116784524172544	0.0025915391743183136
opt-125m/6.fc2	0.00024043595476541668	0.00022396771237254143	0.0002290354314027354	0.00020966121519450098
opt-125m/6.self_attn.k_proj	1.3428059816360474	0.18993957340717316	0.19150173664093018	0.15035772323608398
opt-125m/6.self_attn.out_proj	7.214923243736848e-05	7.392556290142238e-05	7.460653432644904e-05	7.055936293909326e-05
opt-125m/6.self_attn.q_proj	0.7217143177986145	0.14134202897548676	0.1436411738395691	0.11901650577783585
opt-125m/6.self_attn.v_proj	0.006748014595359564	0.008024641312658787	0.007973193190991879	0.006548143923282623
opt-125m/7.fc1	0.0034502034541219473	0.003621100215241313	0.0035818766336888075	0.0033181209582835436
opt-125m/7.fc2	0.0002903741260524839	0.00027349963784217834	0.0002804699179250747	0.0002615762932691723
opt-125m/7.self_attn.k_proj	0.9496443867683411	0.23842841386795044	0.2322133183479309	0.19560325145721436
opt-125m/7.self_attn.out_proj	0.00011324905790388584	0.00011279225145699456	0.00011690511018969119	0.00010846844088518992
opt-125m/7.self_attn.q_proj	0.4512064456939697	0.15226157009601593	0.1497025191783905	0.1279170662164688
opt-125m/7.self_attn.v_proj	0.009038147516548634	0.009120029397308826	0.009059390984475613	0.0077600679360330105
opt-125m/8.fc1	0.004737149458378553	0.004868591669946909	0.0049131265841424465	0.004537560511380434
opt-125m/8.fc2	0.00046198241761885583	0.0004514159227255732	0.0004623653367161751	0.00043319465476088226
opt-125m/8.self_attn.k_proj	0.8028090596199036	0.24479849636554718	0.24272729456424713	0.20205801725387573
opt-125m/8.self_attn.out_proj	0.00018384431314188987	0.00018776858632918447	0.00019041022460442036	0.00017984370060730726
opt-125m/8.self_attn.q_proj	0.36162057518959045	0.15440525114536285	0.1502949744462967	0.13583578169345856
opt-125m/8.self_attn.v_proj	0.010279293172061443	0.011111701838672161	0.011146120727062225	0.010012760758399963
opt-125m/9.fc1	0.006131703499704599	0.0062612383626401424	0.006432955618947744	0.005919830873608589
opt-125m/9.fc2	0.0006909235380589962	0.0006883077439852059	0.0007156585343182087	0.0006637577316723764
opt-125m/9.self_attn.k_proj	0.521516740322113	0.22886180877685547	0.22617889940738678	0.20141613483428955
opt-125m/9.self_attn.out_proj	0.00031371164368465543	0.0003219085920136422	0.000326909008435905	0.0003067350189667195
opt-125m/9.self_attn.q_proj	0.21205008029937744	0.13054446876049042	0.1291966289281845	0.11990944296121597
opt-125m/9.self_attn.v_proj	0.011755662970244884	0.01219793688505888	0.012393022887408733	0.011458218097686768
opt-350m/0.fc1	0.034690987318754196	0.04151928424835205	0.031383827328681946	0.02266532927751541
opt-350m/0.fc2	0.0015579273458570242	0.001521043130196631	0.001486638793721795	0.0014386952389031649
opt-350m/0.self_attn.k_proj	0.0039855181239545345	0.0016217048978433013	0.00021517855930142105	0.0001445216330466792
opt-350m/0.self_attn.out_proj	5.2320054066967714e-08	5.5038096746784504e-08	5.207651554428594e-08	3.138666926361111e-08
opt-350m/0.self_attn.q_proj	0.003841498401015997	0.0007799578597769141	0.00015503348549827933	0.00013037468306720257
opt-350m/0.self_attn.v_proj	2.0599316485458985e-05	2.5267958335462026e-05	2.3838001652620733e-05	1.5671379514969885e-05
opt-350m/1.fc1	0.034090980887413025	0.03956475481390953	0.03403639420866966	0.027442824095487595
opt-350m/1.fc2	0.0031351912766695023	0.0017533067148178816	0.0017097569070756435	0.0016493286238983274
opt-350m/1.self_attn.k_proj	0.03854582458734512	0.03129605948925018	0.033512722700834274	0.024482449516654015
opt-350m/1.self_attn.out_proj	0.0004967497079633176	0.0005158306448720396	0.0005285778897814453	0.00046775321243330836
opt-350m/1.self_attn.q_proj	0.03165716677904129	0.03251025080680847	0.03022562712430954	0.02423188090324402
opt-350m/1.self_attn.v_proj	0.016010724008083344	0.01951618492603302	0.0182894729077816	0.013102607801556587
opt-350m/10.fc1	0.05201941728591919	0.054395586252212524	0.05384129658341408	0.05004201829433441
opt-350m/10.fc2	0.0069810329005122185	0.007080100476741791	0.0057519348338246346	0.005451236851513386
opt-350m/10.self_attn.k_proj	0.07536806166172028	0.07402066886425018	0.08259199559688568	0.06810121238231659
opt-350m/10.self_attn.out_proj	0.0030113854445517063	0.0030958231072872877	0.0029306330252438784	0.002732277847826481
opt-350m/10.self_attn.q_proj	0.07457759231328964	0.07762956619262695	0.07728317379951477	0.06970203667879105
opt-350m/10.self_attn.v_proj	0.03657486289739609	0.03862447291612625	0.03877468407154083	0.035346366465091705
opt-350m/11.fc1	0.05380767956376076	0.05586819723248482	0.055630698800086975	0.05187371000647545
opt-350m/11.fc2	0.006439481861889362	0.006486149504780769	0.006670129019767046	0.006289605051279068
opt-350m/11.self_attn.k_proj	0.07408010959625244	0.06920523196458817	0.0814576968550682	0.06487274169921875
opt-350m/11.self_attn.out_proj	0.002026753034442663	0.0020228889770805836	0.002111452631652355	0.001984900329262018
opt-350m/11.self_attn.q_proj	0.06684460490942001	0.06774286180734634	0.07059943675994873	0.06360265612602234
opt-350m/11.self_attn.v_proj	0.04262235760688782	0.04453215375542641	0.04541759938001633	0.041424959897994995
opt-350m/12.fc1	0.05737432837486267	0.05891809239983559	0.059243664145469666	0.05552247166633606
opt-350m/12.fc2	0.006490409839898348	0.00643411697819829	0.006602253764867783	0.0063605038449168205
opt-350m/12.self_attn.k_proj	0.0741473063826561	0.07224322110414505	0.079016774892807	0.0683789998292923
opt-350m/12.self_attn.out_proj	0.0032421464566141367	0.003232471877709031	0.0033478401601314545	0.003166094422340393
opt-350m/12.self_attn.q_proj	0.07555202394723892	0.07459487020969391	0.07692509889602661	0.06993411481380463
opt-350m/12.self_attn.v_proj	0.051148395985364914	0.05313961207866669	0.05339156091213226	0.04966122657060623
opt-350m/13.fc1	0.057930927723646164	0.05962321162223816	0.059890903532505035	0.056118495762348175
opt-350m/13.fc2	0.006984752602875233	0.006961279083043337	0.007183949928730726	0.006901383399963379
opt-350m/13.self_attn.k_proj	0.0768660381436348	0.07459844648838043	0.08341361582279205	0.0704759806394577
opt-350m/13.self_attn.out_proj	0.0032721704337745905	0.003276556497439742	0.003369320882484317	0.003224768443033099
opt-350m/13.self_attn.q_proj	0.07242482900619507	0.07389611005783081	0.07526743412017822	0.06981521844863892
opt-350m/13.self_attn.v_proj	0.05115707963705063	0.05303249508142471	0.05453157424926758	0.04985488951206207
opt-350m/14.fc1	0.05733117461204529	0.05960441008210182	0.05947105586528778	0.05562411993741989
opt-350m/14.fc2	0.0064866007305681705	0.006485732737928629	0.006691434420645237	0.006438044831156731
opt-350m/14.self_attn.k_proj	0.07544205337762833	0.07541799545288086	0.0796397477388382	0.07161224633455276
opt-350m/14.self_attn.out_proj	0.0018778820522129536	0.0018693007295951247	0.0019288742914795876	0.0018337874207645655
opt-350m/14.self_attn.q_proj	0.07503899931907654	0.07680687308311462	0.07802581042051315	0.07291483879089355
opt-350m/14.self_attn.v_proj	0.05573911964893341	0.05858798325061798	0.05970235541462898	0.05418501794338226
opt-350m/15.fc1	0.056426141411066055	0.05911006033420563	0.058587439358234406	0.05471730977296829
opt-350m/15.fc2	0.006548555102199316	0.006505920086055994	0.006709692999720573	0.006436754949390888
opt-350m/15.self_attn.k_proj	0.07624539732933044	0.07635380327701569	0.08015584200620651	0.0720030814409256
opt-350m/15.self_attn.out_proj	0.0019545508548617363	0.0019260260742157698	0.0019489515107125044	0.001851144596002996
opt-350m/15.self_attn.q_proj	0.0756591409444809	0.07786554843187332	0.07842910289764404	0.07322893291711807
opt-350m/15.self_attn.v_proj	0.05183171108365059	0.05490580573678017	0.055605266243219376	0.05045390874147415
opt-350m/16.fc1	0.05489906668663025	0.058223966509103775	0.05715945363044739	0.05321763455867767
opt-350m/16.fc2	0.006358835846185684	0.006247393321245909	0.006475980393588543	0.006147725507616997
opt-350m/16.self_attn.k_proj	0.07526222616434097	0.0760824978351593	0.07866213470697403	0.07175911217927933
opt-350m/16.self_attn.out_proj	0.0024421915877610445	0.0024524314794689417	0.002468555234372616	0.0023687544744461775
opt-350m/16.self_attn.q_proj	0.07689062505960464	0.07959804683923721	0.07958757877349854	0.07438860833644867
opt-350m/16.self_attn.v_proj	0.05597201734781265	0.05966804921627045	0.05976411700248718	0.05457500368356705
opt-350m/17.fc1	0.05264733359217644	0.05653873831033707	0.05471672862768173	0.050958987325429916
