Data	Standard1-bit	Standard1.5-bit	Standard2-bit	Standard2.3-bit	Standard2.8-bit	Standard3-bit	Standard3.2-bit	Standard3.9-bit	Standard4-bit	Standard5-bit	SleekitLight1-bit	SleekitLight1.5-bit	SleekitLight2-bit	SleekitLight2.3-bit	SleekitLight2.8-bit	SleekitLight3-bit	SleekitLight3.2-bit	SleekitLight3.9-bit	SleekitLight4-bit	SleekitLight5-bit
opt-125m/3.fc1	0.00858453381806612	0.0034567750990390778	0.0019412747351452708	0.001358548179268837	0.0007553392206318676	0.0006223240634426475	0.0005073510692454875	0.00022067320242058486	0.00020017335191369057	6.055398262105882e-05	0.00575166055932641	0.0029084256384521723	0.0018194839358329773	0.0012710083974525332	0.0007438391330651939	0.0006185739184729755	0.0005050316103734076	0.00021922057203482836	0.00019931409042328596	6.002221562084742e-05
opt-125m/3.fc2	0.0007704021409153938	8.213229739340022e-05	0.0006129026296548545	4.2209067032672465e-05	2.9487666324712336e-05	0.00033736121258698404	2.0445071641006507e-05	9.97350798570551e-06	8.862504182616249e-05	1.4770277630304918e-05	0.0007532290183007717	7.6678377809003e-05	0.00039303131052292883	3.808430483331904e-05	2.457681875966955e-05	0.00010136167838936672	1.6865373254404403e-05	7.67637902754359e-06	2.232657243439462e-05	6.572623533429578e-06
opt-125m/3.self_attn.k_proj	1.8707590103149414	0.9599082469940186	1.2188457250595093	0.7038565278053284	0.5454802513122559	0.6562660336494446	0.4061340391635895	0.14387468993663788	0.15568006038665771	0.00448742788285017	0.8587978482246399	0.11234543472528458	0.09533577412366867	0.04108289256691933	0.02146727405488491	0.018766967579722404	0.013086795806884766	0.005025841761380434	0.004725823178887367	0.0012172817951068282
opt-125m/3.self_attn.out_proj	6.900347216287628e-05	3.42301900673192e-05	2.1689687855541706e-05	1.498491928941803e-05	8.746170351514593e-06	7.372493655566359e-06	5.9087797126267105e-06	2.596806780275074e-06	2.565052227510023e-06	8.367554187316273e-07	6.686748383799568e-05	3.319514144095592e-05	2.1264146198518574e-05	1.4508593267237302e-05	8.446365427516866e-06	7.434928647853667e-06	5.7057823141803965e-06	2.5015485789481318e-06	2.583725517979474e-06	8.155068940141064e-07
opt-125m/3.self_attn.q_proj	1.6401828527450562	0.8449528813362122	1.0300089120864868	0.5984716415405273	0.44133761525154114	0.5175319314002991	0.3121800720691681	0.10772980004549026	0.11851052194833755	0.0036140407901257277	0.7945690751075745	0.08902033418416977	0.09037379175424576	0.034349314868450165	0.018064456060528755	0.0168365016579628	0.011328116990625858	0.004454977344721556	0.004286430776119232	0.0011359044583514333
opt-125m/3.self_attn.v_proj	0.02392864227294922	0.005062723066657782	0.0045761726796627045	0.0020603409502655268	0.0011585275642573833	0.001042541116476059	0.000762163195759058	0.00032782446942292154	0.00031077710445970297	9.384815348312259e-05	0.024519899860024452	0.004773616790771484	0.006384311709553003	0.001987046329304576	0.0011379170464351773	0.0015019113197922707	0.000757245346903801	0.0003282597754150629	0.00040043264743871987	0.00010768070205813274
opt-125m/4.fc1	0.016433363780379295	0.0056993309408426285	0.0030599497258663177	0.002065237844362855	0.0011470777681097388	0.0009199118358083069	0.0007714598323218524	0.00032348898821510375	0.00028857338475063443	8.673997217556462e-05	0.009456210769712925	0.004640109837055206	0.0028401280287653208	0.00196261634118855	0.0011355370515957475	0.0009144351934082806	0.0007623509154655039	0.00032332053524442017	0.00029143402935005724	8.692310802871361e-05
opt-125m/4.fc2	0.000957865035161376	0.00017030297021847218	0.0007013172726146877	8.468813030049205e-05	5.205788693274371e-05	0.0004356852441560477	3.6657020245911554e-05	1.7941534679266624e-05	0.00015325512504205108	2.234876410511788e-05	0.0008702546474523842	0.00014901463873684406	0.0004563078109640628	7.120840018615127e-05	4.3530282709980384e-05	0.00012084172340109944	3.0117274945951067e-05	1.4636952073487919e-05	2.4975590349640697e-05	7.113335868780268e-06
opt-125m/4.self_attn.k_proj	2.2163572311401367	1.6883955001831055	1.4905667304992676	1.2955089807510376	0.9970089793205261	0.8745288848876953	0.7119731903076172	0.18774372339248657	0.15134721994400024	0.004495005588978529	0.9964702725410461	0.16093675792217255	0.12142039090394974	0.06692874431610107	0.03623327612876892	0.029848599806427956	0.022460682317614555	0.008462515659630299	0.007553745061159134	0.001975248334929347
opt-125m/4.self_attn.out_proj	9.891948866425082e-05	4.982727477909066e-05	3.064173142774962e-05	2.1221092538326047e-05	1.2341509318503086e-05	9.995984328270424e-06	8.181073098967317e-06	3.5423388453637017e-06	3.2516363717149943e-06	9.966989864551579e-07	9.551834227750078e-05	4.8537138354731724e-05	3.00031006190693e-05	2.0961544578312896e-05	1.211977632920025e-05	9.849495654634666e-06	8.060805157583673e-06	3.5070963804173516e-06	3.205818984497455e-06	9.792921673579258e-07
opt-125m/4.self_attn.q_proj	1.5532411336898804	1.0829375982284546	0.9014413952827454	0.764423668384552	0.5673243403434753	0.5006985068321228	0.4110410511493683	0.12617135047912598	0.10670345276594162	0.0038237657863646746	0.806448757648468	0.1483835130929947	0.10791515558958054	0.05907263234257698	0.03109510987997055	0.025303637608885765	0.019316108897328377	0.007353521883487701	0.006500525400042534	0.0017553162761032581
opt-125m/4.self_attn.v_proj	0.026225296780467033	0.006661262828856707	0.005529541522264481	0.0027644336223602295	0.0015737880021333694	0.001410708180628717	0.0010390466777607799	0.0004437424649950117	0.000419975578552112	0.0001229968765983358	0.027034131810069084	0.006290127988904715	0.006739452481269836	0.002652148948982358	0.0015226533869281411	0.0016782894963398576	0.0010080034844577312	0.0004349304363131523	0.0004621038679033518	0.0001290011714445427
opt-125m/5.fc1	0.011199708096683025	0.00479090865701437	0.0026700450107455254	0.0018011456122621894	0.0010215506190434098	0.0008069303003139794	0.0006726927240379155	0.00028741717687807977	0.0002530505589675158	7.705839379923418e-05	0.00854010321199894	0.00409412756562233	0.0025150971487164497	0.0017266286304220557	0.0009881664300337434	0.0007951412699185312	0.0006526757497340441	0.0002787983976304531	0.00024994005798362195	7.614798232680187e-05
opt-125m/5.fc2	0.0005148348864167929	0.00025880950852297246	0.00018987587827723473	0.00013429926184471697	8.249274833360687e-05	7.236155215650797e-05	5.774143210146576e-05	2.9634355087182485e-05	2.864222915377468e-05	1.0942159860860556e-05	0.000427658116677776	0.00022599702060688287	0.00015860152780078351	0.00010936336911981925	6.744077836629003e-05	5.98576916672755e-05	4.6916044084355235e-05	2.2970372810959816e-05	2.303420660609845e-05	8.578396773373242e-06
opt-125m/5.self_attn.k_proj	2.1462268829345703	1.5942907333374023	1.4154572486877441	1.211815595626831	0.9392578601837158	0.831143319606781	0.6626207232475281	0.18308913707733154	0.1520054191350937	0.006976120173931122	1.0009790658950806	0.18816925585269928	0.12845896184444427	0.07881443947553635	0.04363293573260307	0.035626787692308426	0.027093494310975075	0.010210666805505753	0.009227048605680466	0.0023881252855062485
opt-125m/5.self_attn.out_proj	0.0001696249091764912	8.461389370495453e-05	5.302094723447226e-05	3.691482561407611e-05	2.1353494958020747e-05	1.7140911950264126e-05	1.4198489225236699e-05	6.1617315623152535e-06	5.496318863151828e-06	1.7016194533425733e-06	0.0001652529026614502	8.320540655404329e-05	5.20095054525882e-05	3.6146811908110976e-05	2.0874345864285715e-05	1.672159123700112e-05	1.3848680282535497e-05	5.953896106802858e-06	5.327085546014132e-06	1.642645997890213e-06
opt-125m/5.self_attn.q_proj	1.5289669036865234	1.0598136186599731	0.883284330368042	0.753925621509552	0.575637698173523	0.5162556767463684	0.43422868847846985	0.14025738835334778	0.11477964371442795	0.0055286698043346405	0.8473408818244934	0.17889924347400665	0.12349122762680054	0.0717054083943367	0.037642817944288254	0.03055647201836109	0.023305797949433327	0.008856366388499737	0.007907791994512081	0.0021078602876514196
opt-125m/5.self_attn.v_proj	0.021564483642578125	0.0060537029057741165	0.005078969523310661	0.002537261927500367	0.0014486160362139344	0.0013440604088827968	0.0009570696274749935	0.0004116264171898365	0.000392222311347723	0.00011436163185862824	0.020800838246941566	0.005767719354480505	0.005599523428827524	0.002455612877383828	0.0014108107425272465	0.0014874677872285247	0.000935650197789073	0.0004080573271494359	0.00041524789412505925	0.00011654975969577208
opt-125m/6.fc1	0.012013339437544346	0.0050922539085149765	0.0027583495248109102	0.0018523982726037502	0.001033997512422502	0.0008374566095881164	0.000678020529448986	0.0002915841178037226	0.0002639471786096692	7.999510853551328e-05	0.00865746010094881	0.004076292738318443	0.0025351252406835556	0.0017394087044522166	0.000991198350675404	0.0007973029278218746	0.0006572348065674305	0.0002838466898538172	0.00025325905880890787	7.879333134042099e-05
opt-125m/6.fc2	0.0006460095755755901	0.0003412085061427206	0.00024043595476541668	0.0001711648073978722	0.00010856334847630933	9.356136433780193e-05	7.706767792114988e-05	4.1216466343030334e-05	3.744938294403255e-05	1.4044765521248337e-05	0.0005456265644170344	0.00029951147735118866	0.00020448431314434856	0.00014548319450113922	9.118529851548374e-05	7.848822133382782e-05	6.4161627960857e-05	3.1842213502386585e-05	3.0318515200633556e-05	1.1115763300040271e-05
opt-125m/6.self_attn.k_proj	2.0684187412261963	1.4709696769714355	1.3428059816360474	1.1033999919891357	0.888654887676239	0.770192563533783	0.648476779460907	0.1878557950258255	0.14337478578090668	0.008976530283689499	1.0193983316421509	0.21519070863723755	0.14748583734035492	0.09398511052131653	0.052447378635406494	0.04180074855685234	0.03282614424824715	0.012289817444980145	0.010942620225250721	0.0027850382030010223
opt-125m/6.self_attn.out_proj	0.00023316917940974236	0.00011678496230160818	7.214923243736848e-05	5.045410944148898e-05	2.926199340436142e-05	2.349526585021522e-05	1.947963028214872e-05	8.4204257291276e-06	7.584111244796077e-06	2.3403956674883375e-06	0.00022850133245810866	0.00011412375170039013	7.08573788870126e-05	4.955442636855878e-05	2.8704287615255453e-05	2.314394077984616e-05	1.906329271150753e-05	8.236471330747008e-06	7.476546215912094e-06	2.288647010573186e-06
opt-125m/6.self_attn.q_proj	1.317380428314209	0.8934175968170166	0.7217143177986145	0.6069052219390869	0.4575166702270508	0.40360352396965027	0.34372803568840027	0.10745794326066971	0.09192574769258499	0.006207308266311884	0.7048712372779846	0.18398691713809967	0.11665895581245422	0.07432673126459122	0.03981785103678703	0.03178964927792549	0.024621063843369484	0.009271114133298397	0.00828456599265337	0.0021669662091881037
opt-125m/6.self_attn.v_proj	0.02611498534679413	0.008248422294855118	0.006748014595359564	0.0035094255581498146	0.0020249595399945974	0.0018931204685941339	0.0013346383348107338	0.0005781888612546027	0.0005571890505962074	0.00016104300448205322	0.02512655220925808	0.007928051054477692	0.007037109229713678	0.0034086040686815977	0.0019700562115758657	0.001968863420188427	0.0013054941082373261	0.0005682759801857173	0.0005630073719657958	0.00015991134569048882
opt-125m/7.fc1	0.014779460616409779	0.005978720728307962	0.0034502034541219473	0.002307059010490775	0.0013152403989806771	0.001084109302610159	0.0008738262695260346	0.00037937200977467	0.00034531563869677484	0.00010390637908130884	0.0109931081533432	0.00525591941550374	0.0032653717789798975	0.0022391527891159058	0.0012853434309363365	0.0010362876346334815	0.0008516861125826836	0.00036618465674109757	0.0003296559734735638	0.00010138533980352804
opt-125m/7.fc2	0.0008007296710275114	0.000426309066824615	0.0002903741260524839	0.0002091280766762793	0.0001311120722675696	0.00011121494026156142	9.749465243658051e-05	4.7582900151610374e-05	4.429586624610238e-05	1.689721830189228e-05	0.0007127777207642794	0.00038367105298675597	0.0002569404023233801	0.0001829555258154869	0.00011264476779615507	9.615323506295681e-05	7.97068714746274e-05	3.826800093520433e-05	3.671989907161333e-05	1.3417665286397096e-05
opt-125m/7.self_attn.k_proj	1.5852349996566772	0.9627453684806824	0.9496443867683411	0.711103618144989	0.561065137386322	0.5140420794487	0.4186062514781952	0.14137141406536102	0.12399354577064514	0.012129295617341995	0.9408618807792664	0.22872859239578247	0.16937296092510223	0.09883313626050949	0.055933475494384766	0.0446409173309803	0.03523402288556099	0.013469102792441845	0.012223925441503525	0.003129553748294711
opt-125m/7.self_attn.out_proj	0.00034349513589404523	0.00017839670181274414	0.00011324905790388584	7.958166679600254e-05	4.5986464101588354e-05	3.677919812616892e-05	3.0384731871890835e-05	1.2855446584580932e-05	1.1557679499674123e-05	3.4623753890627995e-06	0.00033696231548674405	0.00017540424596518278	0.00011081265984103084	7.765561895212159e-05	4.481582436710596e-05	3.6147826904198155e-05	2.978034899570048e-05	1.2650200915231835e-05	1.1413018910388928e-05	3.3989035728154704e-06
opt-125m/7.self_attn.q_proj	0.9442238807678223	0.581311047077179	0.4512064456939697	0.36757326126098633	0.26485833525657654	0.2287357598543167	0.19251252710819244	0.07458873838186264	0.06266535818576813	0.007509658578783274	0.6169437766075134	0.18438462913036346	0.11983597278594971	0.07648130506277084	0.04160556569695473	0.03301427885890007	0.025903483852744102	0.01002882793545723	0.008989762514829636	0.0024315249174833298
opt-125m/7.self_attn.v_proj	0.029791122302412987	0.011354665271937847	0.009038147516548634	0.005244472995400429	0.003222143044695258	0.002987724496051669	0.0022109400015324354	0.0009628832340240479	0.0009321715333499014	0.00023206125479191542	0.029259419068694115	0.009880265220999718	0.008099070750176907	0.004121727775782347	0.002353218849748373	0.002318521263077855	0.001547447289340198	0.0006570382975041866	0.0006698241923004389	0.00019087886903434992
opt-125m/8.fc1	0.019840391352772713	0.008086447604000568	0.004737149458378553	0.0032128423918038607	0.0018410620978102088	0.001489574438892305	0.0012199792545288801	0.0005191297386772931	0.00046989755355753005	0.0001392291596857831	0.015042446553707123	0.007231058552861214	0.00446309195831418	0.0030793410260230303	0.0017716778675094247	0.0014234312111511827	0.0011746579548344016	0.0005042146076448262	0.00045215952559374273	0.00013604358537122607
opt-125m/8.fc2	0.0012858064146712422	0.0006857702974230051	0.00046198241761885583	0.0003431712684687227	0.0002157840208383277	0.00017735878645908087	0.00015352365153376013	7.726387411821634e-05	7.143426773836836e-05	2.7420372134656645e-05	0.0011858319630846381	0.0006390041089616716	0.0004235513915773481	0.0003055510751437396	0.00018948386423289776	0.00015854435332585126	0.00013333970855455846	6.602019857382402e-05	6.119296449469402e-05	2.2644817363470793e-05
opt-125m/8.self_attn.k_proj	1.4087668657302856	0.8955802321434021	0.8028090596199036	0.6520841121673584	0.4872894287109375	0.4121045172214508	0.33876100182533264	0.11923515051603317	0.10299257189035416	0.014678251929581165	0.8861830234527588	0.26794448494911194	0.19983907043933868	0.11723767966032028	0.067059725522995	0.05243634805083275	0.04285423457622528	0.016066495329141617	0.014432297088205814	0.003692132653668523
opt-125m/8.self_attn.out_proj	0.0005976834218017757	0.0002965487365145236	0.00018384431314188987	0.00012685696128755808	7.336417911574244e-05	5.917654561926611e-05	4.869072654400952e-05	2.1029816707596183e-05	1.9110992070636712e-05	5.774708824901609e-06	0.0005884729907847941	0.00029507550061680377	0.00018217135220766068	0.0001268441992579028	7.364375778706744e-05	5.9446741943247616e-05	4.8918300308287144e-05	2.111449430231005e-05	1.9264471120550297e-05	5.773317752755247e-06
opt-125m/8.self_attn.q_proj	0.8477638363838196	0.48409798741340637	0.36162057518959045	0.2795705497264862	0.19613122940063477	0.16321073472499847	0.14033043384552002	0.05718391761183739	0.0486161969602108	0.008240104652941227	0.595755398273468	0.20896537601947784	0.13957637548446655	0.08635816723108292	0.0473247766494751	0.037997353821992874	0.029909305274486542	0.011672488413751125	0.010486642830073833	0.002850869670510292
opt-125m/8.self_attn.v_proj	0.034376516938209534	0.013490520417690277	0.010279293172061443	0.005885716527700424	0.003412435529753566	0.0031907677184790373	0.002277441555634141	0.000992699177004397	0.0009949286468327045	0.0002946972963400185	0.03368208557367325	0.01304047554731369	0.01011672243475914	0.005690951365977526	0.003315884619951248	0.0031016829889267683	0.0022059977054595947	0.0009575579315423965	0.0009488030336797237	0.00028096415917389095
opt-125m/9.fc1	0.026766667142510414	0.01061048824340105	0.006131703499704599	0.004135328810662031	0.002331486903131008	0.0018671784782782197	0.0015264864778146148	0.0006480356096290052	0.0005832103197462857	0.00017596226825844496	0.01989869959652424	0.009590926580131054	0.005841188132762909	0.004020744003355503	0.0022883082274347544	0.0018332190811634064	0.001503795268945396	0.0006357626989483833	0.0005689934478141367	0.00017094860959332436
opt-125m/9.fc2	0.0019725919701159	0.0010514891473576427	0.0006909235380589962	0.0004987780703231692	0.0003073336847592145	0.00025235521025024354	0.00021364590793382376	0.00010281099093845114	9.38443627092056e-05	3.452832970651798e-05	0.0018531754612922668	0.000988696701824665	0.0006433347589336336	0.0004636966623365879	0.0002845105773303658	0.00023392612638417631	0.00019711664936039597	9.326916188001633e-05	8.486865408485755e-05	3.022710188815836e-05
opt-125m/9.self_attn.k_proj	1.0554336309432983	0.6637200713157654	0.521516740322113	0.42969992756843567	0.31027117371559143	0.2629792392253876	0.22627055644989014	0.09106146544218063	0.07872764021158218	0.013641082681715488	0.7481608986854553	0.30715200304985046	0.19090838730335236	0.12836195528507233	0.07115238904953003	0.05469024181365967	0.0449010469019413	0.017221270129084587	0.015221464447677135	0.0039006832521408796
opt-125m/9.self_attn.out_proj	0.0010200920514762402	0.0005060196272097528	0.00031371164368465543	0.00021717818162869662	0.00012546965444926172	0.0001011443164316006	8.339751366293058e-05	3.594295048969798e-05	3.240216392441653e-05	9.812368261918891e-06	0.0010084782261401415	0.0005021470715291798	0.0003097708395216614	0.00021566184295807034	0.0001245481544174254	9.990145917981863e-05	8.249126403825358e-05	3.546844163793139e-05	3.202585139661096e-05	9.665161087468732e-06
opt-125m/9.self_attn.q_proj	0.5685246586799622	0.3031797409057617	0.21205008029937744	0.16087885200977325	0.11119767278432846	0.09444040060043335	0.08256957679986954	0.03778320178389549	0.03314388915896416	0.006617350969463587	0.44931793212890625	0.20097410678863525	0.11825347691774368	0.08064600080251694	0.04481819272041321	0.035312753170728683	0.02846905030310154	0.011490623466670513	0.010186214931309223	0.0028307444881647825
opt-125m/9.self_attn.v_proj	0.03906688466668129	0.01603483408689499	0.011755662970244884	0.0068700253032147884	0.003941923379898071	0.003644828451797366	0.002607145579531789	0.0011247900547459722	0.0011249957606196404	0.0003341609553899616	0.037749674171209335	0.01564016379415989	0.011574897915124893	0.006763705518096685	0.0038733843248337507	0.0035334983840584755	0.002568627707660198	0.001103623304516077	0.0010838817106559873	0.0003203057567588985
opt-350m/0.fc1	0.2819749414920807	0.07801563292741776	0.034690987318754196	0.018532510846853256	0.008392096497118473	0.006139175035059452	0.004811849910765886	0.0017381394281983376	0.0015441759023815393	0.00042409903835505247	0.22768086194992065	0.07385362684726715	0.03328781947493553	0.018457520753145218	0.008445769548416138	0.0062690116465091705	0.004933517426252365	0.0017871619202196598	0.0015830878401175141	0.00043763709254562855
opt-350m/0.fc2	0.005452031269669533	0.002589448355138302	0.0015579273458570242	0.0010145141277462244	0.0005412187310867012	0.00043153768638148904	0.0003420439315959811	0.0001361735921818763	0.00012172053538961336	3.5096032661385834e-05	0.005399404093623161	0.002488234546035528	0.0015079748118296266	0.000993202324025333	0.0005307144019752741	0.00042137817945331335	0.0003370849881321192	0.00013410643441602588	0.0001200599581352435	3.4795826650224626e-05
opt-350m/0.self_attn.k_proj	0.011824206449091434	0.00697746966034174	0.0039855181239545345	0.0014296735171228647	8.236711437348276e-05	7.555902993772179e-05	3.2061558158602566e-05	8.998706107377075e-06	6.537298759212717e-06	1.5345715382864e-06	0.006584515795111656	0.003231164999306202	0.00124552717898041	0.00014328822726383805	8.490543405059725e-05	4.7275891120079905e-05	2.83288027276285e-05	1.1324858860461973e-05	8.597033229307272e-06	1.9966487343481276e-06
opt-350m/0.self_attn.out_proj	1.8908428955910495e-06	1.6410605496730568e-07	5.2320054066967714e-08	2.9083210506541946e-08	1.4322006691713796e-08	1.135811800168085e-08	8.955920449693622e-09	3.762124389794508e-09	3.334811760069556e-09	9.923251109711373e-10	2.0274386258734012e-07	7.033095528186095e-08	4.1292615549082257e-08	2.8843425425861824e-08	1.566195173552387e-08	1.2264683491025608e-08	1.0327258159747998e-08	4.349702820150014e-09	3.7349803250208424e-09	1.0343016443314923e-09
opt-350m/0.self_attn.q_proj	0.03733425587415695	0.012198073789477348	0.003841498401015997	0.001276098657399416	9.750729805091396e-05	5.577189949690364e-05	4.259078923496418e-05	8.648714356240816e-06	6.269922778301407e-06	1.4956623317630147e-06	0.00627693347632885	0.0011991884093731642	0.00035949278390035033	9.128631791099906e-05	4.2822433897526935e-05	2.9300743335625157e-05	2.307725662831217e-05	7.93926665210165e-06	6.729926553816767e-06	1.6078004136943491e-06
opt-350m/0.self_attn.v_proj	0.00011323983926558867	4.083057137904689e-05	2.0599316485458985e-05	1.2346171388344374e-05	6.003050657454878e-06	4.633343451132532e-06	3.6270851069275523e-06	1.3803353340335889e-06	1.2342577520030318e-06	3.399851493668393e-07	0.00010037604079116136	3.6698471376439556e-05	1.803932900656946e-05	1.0910687706200406e-05	5.339441941032419e-06	4.136409188504331e-06	3.3050705496862065e-06	1.273655016120756e-06	1.133324531110702e-06	3.215886295038217e-07
opt-350m/1.fc1	0.20791319012641907	0.06756755709648132	0.034090980887413025	0.020033609122037888	0.010049086064100266	0.007614707574248314	0.0060722557827830315	0.0023252307437360287	0.0020747724920511246	0.000581879576202482	0.19637256860733032	0.06766651570796967	0.03434581309556961	0.020328182727098465	0.010128812864422798	0.00766550051048398	0.006131330505013466	0.002326851012185216	0.0020770691335201263	0.0005845187115482986
opt-350m/1.fc2	0.016114920377731323	0.007208020426332951	0.0031351912766695023	0.0016505925450474024	0.0009335463983006775	0.0005695541622117162	0.0004739588766824454	0.0001741958549246192	0.00015672604786232114	4.7748417273396626e-05	0.012557050213217735	0.00416937842965126	0.00174368591979146	0.0011601902078837156	0.0006198069313541055	0.0004894066951237619	0.00039415809442289174	0.0001569811429362744	0.0001403783680871129	4.019982225145213e-05
opt-350m/1.self_attn.k_proj	0.9254290461540222	0.15008039772510529	0.03854582458734512	0.018491841852664948	0.008488401770591736	0.00645424984395504	0.005148068070411682	0.002039588987827301	0.0018112418474629521	0.0005280014011077583	0.5358580350875854	0.06003915145993233	0.028214141726493835	0.017394758760929108	0.009320204146206379	0.007207854650914669	0.005846016108989716	0.0023092320188879967	0.002044087741523981	0.0005679968162439764
opt-350m/1.self_attn.out_proj	0.0020778444595634937	0.0008579751010984182	0.0004967497079633176	0.0003303192206658423	0.00018476424156688154	0.00014746331726200879	0.00012054936087224633	5.0667869800236076e-05	4.535308835329488e-05	1.34225920191966e-05	0.0019565573893487453	0.0008161150035448372	0.00047949914005585015	0.00032193853985518217	0.0001821826444938779	0.00014577561523765326	0.00011971615458605811	5.069046528660692e-05	4.5306675019674e-05	1.3359116564970464e-05
opt-350m/1.self_attn.q_proj	0.42682257294654846	0.0866396501660347	0.03165716677904129	0.018060483038425446	0.008783044293522835	0.006640499457716942	0.005298549309372902	0.0020210477523505688	0.0017968283500522375	0.000505647505633533	0.28905946016311646	0.06067010387778282	0.02808903343975544	0.016961097717285156	0.008580268360674381	0.006528928410261869	0.005229709669947624	0.0020155892707407475	0.0017796722240746021	0.0004998029908165336
opt-350m/1.self_attn.v_proj	0.08140887320041656	0.030317164957523346	0.016010724008083344	0.009904252365231514	0.004992716945707798	0.0038507026620209217	0.003057178808376193	0.0011787480907514691	0.0010376570280641317	0.00028882059268653393	0.0797889307141304	0.02764359675347805	0.014672638848423958	0.008977167308330536	0.004544336814433336	0.0035192121285945177	0.0027969814836978912	0.0010835170978680253	0.0009647859260439873	0.0002680688048712909
opt-350m/10.fc1	0.20769205689430237	0.08843475580215454	0.05201941728591919	0.03442876413464546	0.018716853111982346	0.014874627813696861	0.011965634301304817	0.004876499995589256	0.004354245960712433	0.001262487145140767	0.1958947330713272	0.08603823184967041	0.05116470530629158	0.034017570316791534	0.01853666454553604	0.014731455594301224	0.011866438202559948	0.004838225897401571	0.004319077357649803	0.0012528432998806238
opt-350m/10.fc2	0.02536614239215851	0.012085046619176865	0.0069810329005122185	0.004174704197794199	0.0023157247342169285	0.0017938497476279736	0.0014680571621283889	0.0006090800743550062	0.0005505738081410527	0.0001701667788438499	0.02439458668231964	0.010660909116268158	0.0063163237646222115	0.003946900367736816	0.0022077409084886312	0.0017076503718271852	0.0014162147417664528	0.0005896027432754636	0.0005316297756507993	0.00016347388736903667
opt-350m/10.self_attn.k_proj	0.4388768672943115	0.14277681708335876	0.07536806166172028	0.04749884456396103	0.025428157299757004	0.01985442265868187	0.015986481681466103	0.006432727444916964	0.005709627643227577	0.0016281637363135815	0.34964945912361145	0.12234605848789215	0.06990180909633636	0.04622805491089821	0.026394594460725784	0.020819999277591705	0.01696043647825718	0.006925733759999275	0.006136753596365452	0.0016978839412331581
opt-350m/10.self_attn.out_proj	0.010542185977101326	0.004931313917040825	0.0030113854445517063	0.0019776220433413982	0.0010881542693823576	0.0008641781168989837	0.0007051673601381481	0.0002858999068848789	0.00025716086383908987	7.495476165786386e-05	0.010380944237112999	0.004868051037192345	0.0029948498122394085	0.001953835366293788	0.0010737491538748145	0.0008541563292965293	0.0006958853919059038	0.0002811301383189857	0.0002527766628190875	7.314390677493066e-05
opt-350m/10.self_attn.q_proj	0.36149322986602783	0.13494668900966644	0.07457759231328964	0.0481625497341156	0.02610558457672596	0.020436055958271027	0.016520187258720398	0.006634395569562912	0.005866250488907099	0.001660984824411571	0.3292986750602722	0.12615135312080383	0.07194148004055023	0.04705773666501045	0.025933148339390755	0.020336724817752838	0.016490407288074493	0.006654425989836454	0.005894623231142759	0.0016558407805860043
opt-350m/10.self_attn.v_proj	0.13332432508468628	0.060616157948970795	0.03657486289739609	0.02417457476258278	0.013154529966413975	0.010461043566465378	0.008364551700651646	0.003383961971849203	0.003011703956872225	0.0008690484100952744	0.13060826063156128	0.05898507684469223	0.03546791523694992	0.02352774143218994	0.012794469483196735	0.010173754766583443	0.008142665028572083	0.0032884073443710804	0.002928029280155897	0.0008435940253548324
opt-350m/11.fc1	0.2129320651292801	0.09118666499853134	0.05380767956376076	0.035624563694000244	0.01941131055355072	0.015434378758072853	0.012413915246725082	0.005061521660536528	0.004518630914390087	0.0013079261407256126	0.20057541131973267	0.08878962695598602	0.052866868674755096	0.035213008522987366	0.01918589137494564	0.015260450541973114	0.012291871011257172	0.005013619549572468	0.004474115092307329	0.001295952359214425
opt-350m/11.fc2	0.019976366311311722	0.010281359776854515	0.006439481861889362	0.004440059885382652	0.002550787990912795	0.0020287781953811646	0.0016806225758045912	0.0006987375672906637	0.0006345604197122157	0.000197380140889436	0.019198523834347725	0.00997233483940363	0.006259110290557146	0.004330232739448547	0.002483170246705413	0.001981169916689396	0.0016367727657780051	0.0006822872092016041	0.0006174095324240625	0.00019075590535067022
opt-350m/11.self_attn.k_proj	0.4446801543235779	0.1418631374835968	0.07408010959625244	0.04615403339266777	0.024486873298883438	0.019129998981952667	0.01540530938655138	0.00622018426656723	0.005561469122767448	0.0016126432456076145	0.33501023054122925	0.11288231611251831	0.06589405983686447	0.04428970068693161	0.025639444589614868	0.020405344665050507	0.016665572300553322	0.0068929484114050865	0.006113339681178331	0.0017047994770109653
opt-350m/11.self_attn.out_proj	0.006996692158281803	0.003339352086186409	0.002026753034442663	0.0013808899093419313	0.0007722530281171203	0.0006119841709733009	0.0005047207232564688	0.00020393694285303354	0.00018373227794654667	5.313794099492952e-05	0.0069069103337824345	0.0033113094978034496	0.0020099924877285957	0.0013687002938240767	0.0007639040122739971	0.0006060771411284804	0.000498041685204953	0.00020133607904426754	0.00018104100308846682	5.209180380916223e-05
opt-350m/11.self_attn.q_proj	0.3014194369316101	0.11689995229244232	0.06684460490942001	0.04348018020391464	0.023747369647026062	0.0187542587518692	0.015140099450945854	0.006145709194242954	0.005497349891811609	0.0015797480009496212	0.2685774266719818	0.11022624373435974	0.06423386186361313	0.04248499870300293	0.02354046329855919	0.018650896847248077	0.015107635408639908	0.006198768969625235	0.005551173351705074	0.001583452569320798
