Data	Scaling	GPTQ	GPTQ+LS10	GPTQ+LS100
opt-125m/0.fc2	mse	0.00017353566363453865	0.00015335196803789586	0.00014102279965300113
opt-125m/0.self_attn.k_proj	mse	0.4273325502872467	0.39016857743263245	0.3625314235687256
opt-125m/0.self_attn.out_proj	mse	3.2067637221189216e-05	2.834618317137938e-05	2.6669304133974947e-05
opt-125m/0.self_attn.q_proj	mse	0.25403526425361633	0.22769063711166382	0.209287628531456
opt-125m/0.self_attn.v_proj	mse	0.0020801995415240526	0.0019042529165744781	0.001762018888257444
opt-125m/1.fc1	mse	0.0039876713417470455	0.0036159444134682417	0.003354196436703205
opt-125m/1.fc2	mse	0.00010016522719524801	9.378782851854339e-05	9.102120384341106e-05
opt-125m/1.self_attn.k_proj	mse	0.3638248145580292	0.27923375368118286	0.23411054909229279
opt-125m/1.self_attn.out_proj	mse	2.295004560437519e-05	2.1984722479828633e-05	2.124533784808591e-05
opt-125m/1.self_attn.q_proj	mse	0.16864240169525146	0.12080568075180054	0.09848550707101822
opt-125m/1.self_attn.v_proj	mse	0.0021736205089837313	0.001896682195365429	0.0016397526487708092
opt-125m/10.fc1	mse	0.014476601965725422	0.012047716416418552	0.011296331882476807
opt-125m/10.fc2	mse	0.001670932862907648	0.0016066933749243617	0.0015419743722304702
opt-125m/10.self_attn.k_proj	mse	0.6850089430809021	0.6510751843452454	0.6265767216682434
opt-125m/10.self_attn.out_proj	mse	0.0005904810968786478	0.0005660583847202361	0.00054721295600757
opt-125m/10.self_attn.q_proj	mse	0.3670075833797455	0.3429025411605835	0.3229353725910187
