Data	Standard	Correction	Scaling	SleekitLight	SleekitHeavy
opt-350m/0.self_attn.v_proj	4.083057137904689e-05	4.069925853400491e-05	5.0979957450181246e-05	3.6698471376439556e-05	2.2071690182201564e-05
opt-350m/1.fc1	0.06756755709648132	0.06571042537689209	0.08090129494667053	0.06766651570796967	0.04195478931069374
opt-350m/1.fc2	0.007208020426332951	0.007162895053625107	0.004148319363594055	0.00416937842965126	0.002558734966441989
opt-350m/1.self_attn.k_proj	0.15008039772510529	0.13870340585708618	0.07140128314495087	0.06003915145993233	0.03938167542219162
opt-350m/1.self_attn.out_proj	0.0008579751010984182	0.0008500944240950048	0.0008622257737442851	0.0008161150035448372	0.0007336519192904234
opt-350m/1.self_attn.q_proj	0.0866396501660347	0.07576605677604675	0.0753665566444397	0.06067010387778282	0.03678745776414871
opt-350m/1.self_attn.v_proj	0.030317164957523346	0.029873285442590714	0.0357985645532608	0.02764359675347805	0.017933908849954605
opt-350m/10.fc1	0.08843475580215454	0.08585341274738312	0.09298597276210785	0.08603823184967041	0.0730632096529007
opt-350m/10.fc2	0.012085046619176865	0.01197127066552639	0.011578154750168324	0.010660909116268158	0.008146388456225395
opt-350m/10.self_attn.k_proj	0.14277681708335876	0.13468483090400696	0.13268370926380157	0.12234605848789215	0.10346457362174988
opt-350m/10.self_attn.out_proj	0.004931313917040825	0.004882998764514923	0.005058782175183296	0.004868051037192345	0.004173587076365948
opt-350m/10.self_attn.q_proj	0.13494668900966644	0.13112634420394897	0.13695509731769562	0.12615135312080383	0.10444827377796173
opt-350m/10.self_attn.v_proj	0.060616157948970795	0.05990271270275116	0.06304214149713516	0.05898507684469223	0.050533294677734375
opt-350m/11.fc1	0.09118666499853134	0.08880753815174103	0.09493399411439896	0.08878962695598602	0.07585930824279785
opt-350m/11.fc2	0.010281359776854515	0.010211307555437088	0.010381761938333511	0.00997233483940363	0.009355767630040646
opt-350m/11.self_attn.k_proj	0.1418631374835968	0.13182495534420013	0.12175390124320984	0.11288231611251831	0.09778566658496857
opt-350m/11.self_attn.out_proj	0.003339352086186409	0.0033148948568850756	0.0033476322423666716	0.0033113094978034496	0.00311654363758862
opt-350m/11.self_attn.q_proj	0.11689995229244232	0.11404027044773102	0.11748391389846802	0.11022624373435974	0.0946730300784111
opt-350m/11.self_attn.v_proj	0.07027815282344818	0.06944070756435394	0.0720323845744133	0.06807522475719452	0.05926721170544624
opt-350m/12.fc1	0.09660680592060089	0.09419289231300354	0.0995841696858406	0.09394802153110504	0.08103829622268677
opt-350m/12.fc2	0.010336797684431076	0.010258868336677551	0.010318458080291748	0.010036107152700424	0.009503880515694618
opt-350m/12.self_attn.k_proj	0.13568373024463654	0.12936054170131683	0.1275796741247177	0.12007272243499756	0.10343942791223526
opt-350m/12.self_attn.out_proj	0.0052972957491874695	0.005276043899357319	0.005294512491673231	0.005231820046901703	0.004940739832818508
opt-350m/12.self_attn.q_proj	0.13613960146903992	0.13077715039253235	0.13122376799583435	0.12345460057258606	0.10494837164878845
opt-350m/12.self_attn.v_proj	0.08482663333415985	0.08385950326919556	0.08664219081401825	0.08228380978107452	0.07169033586978912
opt-350m/13.fc1	0.09727407246828079	0.09479883313179016	0.0992155522108078	0.09436284005641937	0.08160226047039032
opt-350m/13.fc2	0.011146929115056992	0.011059051379561424	0.011112602427601814	0.010795360431075096	0.010231735184788704
opt-350m/13.self_attn.k_proj	0.14025604724884033	0.13379955291748047	0.130048930644989	0.12270160019397736	0.1062125489115715
opt-350m/13.self_attn.out_proj	0.00534603837877512	0.005306841805577278	0.0053551532328128815	0.005309117026627064	0.005001384764909744
opt-350m/13.self_attn.q_proj	0.12479080259799957	0.12252162396907806	0.1262461096048355	0.12041111290454865	0.10415692627429962
opt-350m/13.self_attn.v_proj	0.08426176011562347	0.08346062153577805	0.0852980762720108	0.08228790760040283	0.0721668154001236
opt-350m/14.fc1	0.09602901339530945	0.09363803267478943	0.09756841510534286	0.09322158247232437	0.08074501156806946
opt-350m/14.fc2	0.010436817072331905	0.010372406803071499	0.0104245375841856	0.010135377757251263	0.00960489921271801
opt-350m/14.self_attn.k_proj	0.1326954960823059	0.12856432795524597	0.12858545780181885	0.12375489622354507	0.10732641816139221
opt-350m/14.self_attn.out_proj	0.0031011051032692194	0.0030854912474751472	0.003089189063757658	0.0030722753144800663	0.0028433732222765684
opt-350m/14.self_attn.q_proj	0.12873031198978424	0.12662087380886078	0.13032440841197968	0.125136137008667	0.10852275788784027
opt-350m/14.self_attn.v_proj	0.09216710925102234	0.09134051203727722	0.0932515412569046	0.08984735608100891	0.07875265181064606
opt-350m/15.fc1	0.09435947984457016	0.09197445213794708	0.09570232778787613	0.09146833419799805	0.07933787256479263
opt-350m/15.fc2	0.010351888835430145	0.010283507406711578	0.010286860167980194	0.010036302730441093	0.009510559029877186
opt-350m/15.self_attn.k_proj	0.13462549448013306	0.1301763355731964	0.1317867487668991	0.12521804869174957	0.10823681950569153
