Data	Scaling	GPTQ	GPTQ+BiasCorrection	GPTQWithBiasCorrection
bloom-560m/2.mlp.dense_4h_to_h	mse	0.0015102368779480457	0.0015083178877830505	0.0014921044930815697
bloom-560m/2.mlp.dense_h_to_4h	mse	0.03217441961169243	0.03197328746318817	0.031278565526008606
bloom-560m/2.self_attention.dense	mse	0.00026019307551905513	0.0002554455422796309	0.0002535732346586883
bloom-560m/2.self_attention.query_key_value	mse	0.033284056931734085	0.03320149704813957	0.03316745534539223
bloom-560m/20.mlp.dense_4h_to_h	mse	0.006821528077125549	0.006628209725022316	0.006597812287509441
bloom-560m/20.mlp.dense_h_to_4h	mse	0.04212437942624092	0.041845984756946564	0.04113003611564636
bloom-560m/20.self_attention.dense	mse	0.002684745006263256	0.002677447162568569	0.002635813318192959
bloom-560m/20.self_attention.query_key_value	mse	0.35412564873695374	0.2849009931087494	0.27730897068977356
bloom-560m/21.mlp.dense_4h_to_h	mse	0.018368028104305267	0.016773317009210587	0.01545394491404295
bloom-560m/21.mlp.dense_h_to_4h	mse	0.04244152456521988	0.04192186892032623	0.041249990463256836
bloom-560m/21.self_attention.dense	mse	0.017967741936445236	0.013599115423858166	0.011865826323628426
bloom-560m/21.self_attention.query_key_value	mse	0.40740683674812317	0.29720139503479004	0.28712329268455505
bloom-560m/22.mlp.dense_4h_to_h	mse	0.01953265815973282	0.019070612266659737	0.018956100568175316
bloom-560m/22.mlp.dense_h_to_4h	mse	0.04850757494568825	0.04119718819856644	0.03991953283548355
bloom-560m/22.self_attention.dense	mse	0.036987513303756714	0.023229310289025307	0.02070656046271324
bloom-560m/22.self_attention.query_key_value	mse	0.4179832935333252	0.16943620145320892	0.1577432006597519
bloom-560m/23.mlp.dense_4h_to_h	mse	0.012611736543476582	0.012391578406095505	0.01185658760368824
bloom-560m/23.mlp.dense_h_to_4h	mse	0.10675075650215149	0.03549467772245407	0.03343623876571655
bloom-560m/23.self_attention.dense	mse	0.003782254410907626	0.0037237803917378187	0.003727214178070426
bloom-560m/23.self_attention.query_key_value	mse	0.03514992818236351	0.033307988196611404	0.032183270901441574
bloom-560m/3.mlp.dense_4h_to_h	mse	0.0021898287814110518	0.002186838071793318	0.002170229097828269
bloom-560m/3.mlp.dense_h_to_4h	mse	0.03467956930398941	0.03458709269762039	0.033885154873132706
bloom-560m/3.self_attention.dense	mse	0.0007205157307907939	0.0006189497071318328	0.0006220218492671847
bloom-560m/3.self_attention.query_key_value	mse	0.034508589655160904	0.034412939101457596	0.03427514061331749
bloom-560m/4.mlp.dense_4h_to_h	mse	0.05996173620223999	0.05981079488992691	0.05869733542203903
bloom-560m/4.mlp.dense_h_to_4h	mse	0.031725428998470306	0.031628645956516266	0.03102303482592106
bloom-560m/4.self_attention.dense	mse	0.0006233520107343793	0.0005307762185111642	0.0005274968571029603
bloom-560m/4.self_attention.query_key_value	mse	0.03545708581805229	0.034821316599845886	0.034660931676626205
bloom-560m/5.mlp.dense_4h_to_h	mse	0.002778640715405345	0.0027777967043220997	0.0027522111777216196
bloom-560m/5.mlp.dense_h_to_4h	mse	0.02582329511642456	0.025676647201180458	0.02521507628262043
bloom-560m/5.self_attention.dense	mse	0.0007400190224871039	0.0005897344090044498	0.000582754670176655
bloom-560m/5.self_attention.query_key_value	mse	0.04267344996333122	0.04040620103478432	0.03986061364412308
bloom-560m/6.mlp.dense_4h_to_h	mse	0.002619723090901971	0.002448591636493802	0.0024127259384840727
bloom-560m/6.mlp.dense_h_to_4h	mse	0.03083765134215355	0.03065761923789978	0.030141621828079224
bloom-560m/6.self_attention.dense	mse	0.0008498675306327641	0.0008474874775856733	0.0008425614214502275
bloom-560m/6.self_attention.query_key_value	mse	0.0676344707608223	0.060063283890485764	0.05798063799738884
bloom-560m/7.mlp.dense_4h_to_h	mse	0.0018058198038488626	0.0018030351493507624	0.001779201440513134
bloom-560m/7.mlp.dense_h_to_4h	mse	0.017809361219406128	0.017418362200260162	0.01690283790230751
bloom-560m/7.self_attention.dense	mse	0.0006970935501158237	0.0006376750534400344	0.0006272608879953623
bloom-560m/7.self_attention.query_key_value	mse	0.06729792058467865	0.05806471034884453	0.05417892336845398
bloom-560m/8.mlp.dense_4h_to_h	mse	0.0015455319080501795	0.0015422729775309563	0.0015229855198413134
bloom-560m/8.mlp.dense_h_to_4h	mse	0.012732678093016148	0.01252746768295765	0.012196920812129974
bloom-560m/8.self_attention.dense	mse	0.0007387683144770563	0.0007370474049821496	0.0007325795595534146
bloom-560m/8.self_attention.query_key_value	mse	0.14197920262813568	0.11638161540031433	0.10123644024133682
bloom-560m/9.mlp.dense_4h_to_h	mse	0.0014779239427298307	0.0014702107291668653	0.0014451730530709028
bloom-560m/9.mlp.dense_h_to_4h	mse	0.011500714346766472	0.010664619505405426	0.010185874998569489
bloom-560m/9.self_attention.dense	mse	0.0007775633130222559	0.0007749074138700962	0.00077065359801054
bloom-560m/9.self_attention.query_key_value	mse	0.2373691350221634	0.18312831223011017	0.16080990433692932
opt-125m/0.fc1	mse	0.0008851264719851315	0.0008666340145282447	0.0008279078756459057
opt-125m/0.fc2	mse	0.010809611529111862	0.010786044411361217	0.010752908885478973
opt-125m/0.self_attn.k_proj	mse	0.2856523096561432	0.2821164131164551	0.29143136739730835
opt-125m/0.self_attn.out_proj	mse	5.7621411542641e-05	4.4535929191624746e-05	4.364975029602647e-05
opt-125m/0.self_attn.q_proj	mse	0.16128258407115936	0.15852276980876923	0.16028259694576263
opt-125m/0.self_attn.v_proj	mse	0.0014851870946586132	0.00145813450217247	0.0014360552886500955
opt-125m/1.fc1	mse	0.0024224852677434683	0.0024041340220719576	0.0023389223497360945
opt-125m/1.fc2	mse	0.0012632556026801467	0.0012621351052075624	0.0012559161987155676
opt-125m/1.self_attn.k_proj	mse	0.19242948293685913	0.18803493678569794	0.19334620237350464
opt-125m/1.self_attn.out_proj	mse	2.942756145785097e-05	2.9132939744158648e-05	2.9210850698291324e-05
opt-125m/1.self_attn.q_proj	mse	0.10010635852813721	0.09293794631958008	0.09372469782829285
opt-125m/1.self_attn.v_proj	mse	0.0011910219909623265	0.0011868929723277688	0.0012049226788803935
opt-125m/10.fc1	mse	0.007891391403973103	0.0075572398491203785	0.0073271882720291615
opt-125m/10.fc2	mse	0.0010990760056301951	0.0010978705249726772	0.0010935183381661773
opt-125m/10.self_attn.k_proj	mse	0.5386898517608643	0.5296241641044617	0.530109167098999
opt-125m/10.self_attn.out_proj	mse	0.00036922391154803336	0.00036857809755019844	0.0003664964169729501
opt-125m/10.self_attn.q_proj	mse	0.26261934638023376	0.2548736333847046	0.2560364007949829
opt-125m/10.self_attn.v_proj	mse	0.014158565551042557	0.014112493954598904	0.014280787669122219
opt-125m/11.fc1	mse	0.009973780252039433	0.009034217335283756	0.008904912509024143
opt-125m/11.fc2	mse	0.021613558754324913	0.02134259045124054	0.021300384774804115
opt-125m/11.self_attn.k_proj	mse	0.19910180568695068	0.1954270452260971	0.20298723876476288
opt-125m/11.self_attn.out_proj	mse	0.001052773091942072	0.001051335479132831	0.0010387682123109698
opt-125m/11.self_attn.q_proj	mse	0.09698875993490219	0.09521570056676865	0.09723218530416489
opt-125m/11.self_attn.v_proj	mse	0.01698911003768444	0.016952665522694588	0.017093712463974953
opt-125m/2.fc1	mse	0.0025751718785613775	0.0025201349053531885	0.0023495981004089117
opt-125m/2.fc2	mse	0.00928048137575388	0.009275130927562714	0.009268027730286121
opt-125m/2.self_attn.k_proj	mse	0.483306884765625	0.43615007400512695	0.41365909576416016
opt-125m/2.self_attn.out_proj	mse	1.8227123291580938e-05	1.8183729480369948e-05	1.8136213839170523e-05
opt-125m/2.self_attn.q_proj	mse	0.5094268321990967	0.3991214334964752	0.3834022283554077
opt-125m/2.self_attn.v_proj	mse	0.0024843888822942972	0.0024731126613914967	0.002434665570035577
opt-125m/3.fc1	mse	0.0019412747351452708	0.0019013028359040618	0.0018166693625971675
opt-125m/3.fc2	mse	0.0006129026296548545	0.0006123844068497419	0.0006111418479122221
opt-125m/3.self_attn.k_proj	mse	1.2188457250595093	0.9137830138206482	0.880686342716217
opt-125m/3.self_attn.out_proj	mse	2.1689687855541706e-05	2.161498741770629e-05	2.1499925423995592e-05
opt-125m/3.self_attn.q_proj	mse	1.0300089120864868	0.7709128856658936	0.7422761917114258
opt-125m/3.self_attn.v_proj	mse	0.0045761726796627045	0.004539447370916605	0.004358591046184301
opt-125m/4.fc1	mse	0.0030599497258663177	0.002924269065260887	0.002863475354388356
opt-125m/4.fc2	mse	0.0007013172726146877	0.0007008963148109615	0.0006919936859048903
opt-125m/4.self_attn.k_proj	mse	1.4905667304992676	1.1272352933883667	1.0773767232894897
opt-125m/4.self_attn.out_proj	mse	3.064173142774962e-05	3.0532046366715804e-05	3.0248605980887078e-05
opt-125m/4.self_attn.q_proj	mse	0.9014413952827454	0.6515656113624573	0.6187944412231445
opt-125m/4.self_attn.v_proj	mse	0.005529541522264481	0.005451522767543793	0.00528705446049571
opt-125m/5.fc1	mse	0.0026700450107455254	0.0025888443924486637	0.002521185902878642
opt-125m/5.fc2	mse	0.00018987587827723473	0.0001897382753668353	0.00018904544413089752
opt-125m/5.self_attn.k_proj	mse	1.4154572486877441	1.0774439573287964	1.0291696786880493
opt-125m/5.self_attn.out_proj	mse	5.302094723447226e-05	5.290700573823415e-05	5.2579071052605286e-05
opt-125m/5.self_attn.q_proj	mse	0.883284330368042	0.6739550232887268	0.6323361396789551
opt-125m/5.self_attn.v_proj	mse	0.005078969523310661	0.005002740304917097	0.004817385226488113
opt-125m/6.fc1	mse	0.0027583495248109102	0.002607351867482066	0.0025619601365178823
opt-125m/6.fc2	mse	0.00024043595476541668	0.0002402214304311201	0.00023904182307887822
opt-125m/6.self_attn.k_proj	mse	1.3428059816360474	1.0432039499282837	0.9926884770393372
opt-125m/6.self_attn.out_proj	mse	7.214923243736848e-05	7.199964602477849e-05	7.172488403739408e-05
opt-125m/6.self_attn.q_proj	mse	0.7217143177986145	0.5415617823600769	0.5083873271942139
opt-125m/6.self_attn.v_proj	mse	0.006748014595359564	0.006686672568321228	0.006522363051772118
opt-125m/7.fc1	mse	0.0034502034541219473	0.0033670507837086916	0.0032905470579862595
opt-125m/7.fc2	mse	0.0002903741260524839	0.00029013477615080774	0.0002891205658670515
opt-125m/7.self_attn.k_proj	mse	0.9496443867683411	0.8021700978279114	0.7705774307250977
opt-125m/7.self_attn.out_proj	mse	0.00011324905790388584	0.00011304477084195241	0.000112599489511922
opt-125m/7.self_attn.q_proj	mse	0.4512064456939697	0.3591788709163666	0.3397001326084137
opt-125m/7.self_attn.v_proj	mse	0.009038147516548634	0.008984950371086597	0.008883162401616573
opt-125m/8.fc1	mse	0.004737149458378553	0.004622314590960741	0.004511313512921333
opt-125m/8.fc2	mse	0.00046198241761885583	0.00046162318903952837	0.0004599637759383768
opt-125m/8.self_attn.k_proj	mse	0.8028090596199036	0.6991742253303528	0.6852710843086243
opt-125m/8.self_attn.out_proj	mse	0.00018384431314188987	0.00018358106899540871	0.0001825737563194707
opt-125m/8.self_attn.q_proj	mse	0.36162057518959045	0.2951241433620453	0.28761395812034607
opt-125m/8.self_attn.v_proj	mse	0.010279293172061443	0.010228781960904598	0.010245072655379772
opt-125m/9.fc1	mse	0.006131703499704599	0.006033442914485931	0.0058615668676793575
opt-125m/9.fc2	mse	0.0006909235380589962	0.0006903833709657192	0.000688095751684159
opt-125m/9.self_attn.k_proj	mse	0.521516740322113	0.4800993502140045	0.4802372455596924
opt-125m/9.self_attn.out_proj	mse	0.00031371164368465543	0.00031273506465367973	0.0003111560072284192
opt-125m/9.self_attn.q_proj	mse	0.21205008029937744	0.1927049607038498	0.19257032871246338
opt-125m/9.self_attn.v_proj	mse	0.011755662970244884	0.011698833666741848	0.0117805702611804
opt-350m/0.fc1	mse	0.034690987318754196	0.034354329109191895	0.03449629992246628
opt-350m/0.fc2	mse	0.0015579273458570242	0.0015535748098045588	0.0015512867830693722
opt-350m/0.self_attn.k_proj	mse	0.0039855181239545345	0.0037677614018321037	0.0032489229924976826
opt-350m/0.self_attn.out_proj	mse	5.2320054066967714e-08	5.0828298014948814e-08	4.5471114873407714e-08
opt-350m/0.self_attn.q_proj	mse	0.003841498401015997	0.002044602995738387	0.0008960762061178684
opt-350m/0.self_attn.v_proj	mse	2.0599316485458985e-05	2.0505027350736782e-05	2.044221037067473e-05
opt-350m/1.fc1	mse	0.034090980887413025	0.03388024866580963	0.03359399735927582
opt-350m/1.fc2	mse	0.0031351912766695023	0.003126872703433037	0.0031099971383810043
opt-350m/1.self_attn.k_proj	mse	0.03854582458734512	0.03836344555020332	0.037146568298339844
opt-350m/1.self_attn.out_proj	mse	0.0004967497079633176	0.0004963100072927773	0.0004923370433971286
opt-350m/1.self_attn.q_proj	mse	0.03165716677904129	0.03136501833796501	0.03047102503478527
opt-350m/1.self_attn.v_proj	mse	0.016010724008083344	0.015953946858644485	0.015755515545606613
opt-350m/10.fc1	mse	0.05201941728591919	0.051818907260894775	0.05103505775332451
opt-350m/10.fc2	mse	0.0069810329005122185	0.0069600315764546394	0.006924047600477934
opt-350m/10.self_attn.k_proj	mse	0.07536806166172028	0.07514951378107071	0.07251344621181488
opt-350m/10.self_attn.out_proj	mse	0.0030113854445517063	0.0030072517693042755	0.0029784785583615303
opt-350m/10.self_attn.q_proj	mse	0.07457759231328964	0.07441291213035583	0.07302407175302505
opt-350m/10.self_attn.v_proj	mse	0.03657486289739609	0.03650059551000595	0.03612351790070534
opt-350m/11.fc1	mse	0.05380767956376076	0.05362233147025108	0.05287680774927139
opt-350m/11.fc2	mse	0.006439481861889362	0.00643258448690176	0.006404235027730465
opt-350m/11.self_attn.k_proj	mse	0.07408010959625244	0.07382068037986755	0.07065465301275253
opt-350m/11.self_attn.out_proj	mse	0.002026753034442663	0.00202498072758317	0.0020145049784332514
opt-350m/11.self_attn.q_proj	mse	0.06684460490942001	0.06669068336486816	0.0654803141951561
opt-350m/11.self_attn.v_proj	mse	0.04262235760688782	0.042547084391117096	0.0421658493578434
opt-350m/12.fc1	mse	0.05737432837486267	0.057172827422618866	0.05637461692094803
opt-350m/12.fc2	mse	0.006490409839898348	0.006482208613306284	0.006449499633163214
opt-350m/12.self_attn.k_proj	mse	0.0741473063826561	0.07393868267536163	0.07207827270030975
opt-350m/12.self_attn.out_proj	mse	0.0032421464566141367	0.003239663550630212	0.0032257328275591135
opt-350m/12.self_attn.q_proj	mse	0.07555202394723892	0.07534956187009811	0.07330021262168884
opt-350m/12.self_attn.v_proj	mse	0.051148395985364914	0.05106036365032196	0.05063507705926895
opt-350m/13.fc1	mse	0.057930927723646164	0.05773496255278587	0.05692409723997116
opt-350m/13.fc2	mse	0.006984752602875233	0.006980144418776035	0.006951380055397749
opt-350m/13.self_attn.k_proj	mse	0.0768660381436348	0.07666373252868652	0.07445478439331055
opt-350m/13.self_attn.out_proj	mse	0.0032721704337745905	0.003270023502409458	0.0032601598650217056
opt-350m/13.self_attn.q_proj	mse	0.07242482900619507	0.07228730618953705	0.07148128747940063
opt-350m/13.self_attn.v_proj	mse	0.05115707963705063	0.05107308179140091	0.0510847344994545
opt-350m/14.fc1	mse	0.05733117461204529	0.05714171379804611	0.0563313290476799
opt-350m/14.fc2	mse	0.0064866007305681705	0.006482988595962524	0.006462864577770233
opt-350m/14.self_attn.k_proj	mse	0.07544205337762833	0.07525452971458435	0.0739242285490036
opt-350m/14.self_attn.out_proj	mse	0.0018778820522129536	0.0018758620135486126	0.0018681862857192755
opt-350m/14.self_attn.q_proj	mse	0.07503899931907654	0.07489638030529022	0.0741516649723053
opt-350m/14.self_attn.v_proj	mse	0.05573911964893341	0.05564232915639877	0.055727601051330566
opt-350m/15.fc1	mse	0.056426141411066055	0.056245483458042145	0.05537198483943939
opt-350m/15.fc2	mse	0.006548555102199316	0.006544768810272217	0.0065267812460660934
opt-350m/15.self_attn.k_proj	mse	0.07624539732933044	0.07604588568210602	0.07441138476133347
opt-350m/15.self_attn.out_proj	mse	0.0019545508548617363	0.0019526747055351734	0.0019431535620242357
opt-350m/15.self_attn.q_proj	mse	0.0756591409444809	0.07549553364515305	0.07454508543014526
opt-350m/15.self_attn.v_proj	mse	0.05183171108365059	0.051743701100349426	0.05186767503619194
opt-350m/16.fc1	mse	0.05489906668663025	0.05471929907798767	0.053746409714221954
opt-350m/16.fc2	mse	0.006358835846185684	0.006355489604175091	0.00633182842284441
opt-350m/16.self_attn.k_proj	mse	0.07526222616434097	0.07506231963634491	0.07375462353229523
opt-350m/16.self_attn.out_proj	mse	0.0024421915877610445	0.0024399925023317337	0.0024307831190526485
opt-350m/16.self_attn.q_proj	mse	0.07689062505960464	0.07674223929643631	0.07575786858797073
opt-350m/16.self_attn.v_proj	mse	0.05597201734781265	0.05587560683488846	0.05557386577129364
opt-350m/17.fc1	mse	0.05264733359217644	0.05247017741203308	0.05150197073817253
opt-350m/17.fc2	mse	0.005764898844063282	0.005762393586337566	0.005747860297560692
opt-350m/17.self_attn.k_proj	mse	0.07207921147346497	0.07190095633268356	0.07062925398349762
opt-350m/17.self_attn.out_proj	mse	0.0017568129114806652	0.0017547050956636667	0.001749770250171423
opt-350m/17.self_attn.q_proj	mse	0.07431305199861526	0.0741518884897232	0.07300180196762085
opt-350m/17.self_attn.v_proj	mse	0.05293158441781998	0.05285131186246872	0.05220640450716019
opt-350m/18.fc1	mse	0.05012667551636696	0.04987584799528122	0.04880966991186142
opt-350m/18.fc2	mse	0.005108770914375782	0.005106180906295776	0.005083666183054447
opt-350m/18.self_attn.k_proj	mse	0.07045508921146393	0.07026921957731247	0.06822139024734497
opt-350m/18.self_attn.out_proj	mse	0.0012482588645070791	0.0012448113411664963	0.0012380268890410662
opt-350m/18.self_attn.q_proj	mse	0.07967120409011841	0.07918740808963776	0.07594550400972366
opt-350m/18.self_attn.v_proj	mse	0.05094968527555466	0.05086780712008476	0.0501793809235096
opt-350m/19.fc1	mse	0.04875362664461136	0.04831000417470932	0.04708118736743927
opt-350m/19.fc2	mse	0.004840040113776922	0.0048378342762589455	0.004821659065783024
opt-350m/19.self_attn.k_proj	mse	0.07831482589244843	0.07794195413589478	0.07367009669542313
opt-350m/19.self_attn.out_proj	mse	0.0015116252470761538	0.0015087596839293838	0.0015019143465906382
opt-350m/19.self_attn.q_proj	mse	0.0943588837981224	0.09279128164052963	0.08579176664352417
opt-350m/19.self_attn.v_proj	mse	0.04336174950003624	0.04329003393650055	0.0427730418741703
opt-350m/2.fc1	mse	0.03553219884634018	0.03536162152886391	0.03507686406373978
opt-350m/2.fc2	mse	0.002234693383798003	0.0022271161433309317	0.002211492508649826
opt-350m/2.self_attn.k_proj	mse	0.04547550529241562	0.045247964560985565	0.04388044774532318
opt-350m/2.self_attn.out_proj	mse	0.0004976203199476004	0.0004971012240275741	0.0004913005395792425
opt-350m/2.self_attn.q_proj	mse	0.04314176365733147	0.042895518243312836	0.04187794774770737
opt-350m/2.self_attn.v_proj	mse	0.022046005353331566	0.02198662795126438	0.02177259884774685
opt-350m/20.fc1	mse	0.04834587499499321	0.04812243580818176	0.0471799373626709
opt-350m/20.fc2	mse	0.005084406118839979	0.0050819031894207	0.005061974748969078
opt-350m/20.self_attn.k_proj	mse	0.11205340176820755	0.11108820140361786	0.09441308677196503
opt-350m/20.self_attn.out_proj	mse	0.0018364363349974155	0.0018326160497963428	0.0018188490066677332
opt-350m/20.self_attn.q_proj	mse	0.11008210480213165	0.10729055106639862	0.09413301944732666
opt-350m/20.self_attn.v_proj	mse	0.03926906734704971	0.0392087958753109	0.03878255933523178
opt-350m/21.fc1	mse	0.04894575476646423	0.04874420911073685	0.04785306379199028
opt-350m/21.fc2	mse	0.00560026103630662	0.005596932023763657	0.005576020106673241
opt-350m/21.self_attn.k_proj	mse	0.12802954018115997	0.12693661451339722	0.10486707836389542
opt-350m/21.self_attn.out_proj	mse	0.0016412266995757818	0.0016382454195991158	0.0016233412316069007
opt-350m/21.self_attn.q_proj	mse	0.10621548444032669	0.10451456904411316	0.09358687698841095
opt-350m/21.self_attn.v_proj	mse	0.03885079175233841	0.03878522664308548	0.03829332813620567
opt-350m/22.fc1	mse	0.04635849595069885	0.04615604132413864	0.04531656205654144
opt-350m/22.fc2	mse	0.006485897582024336	0.006481566466391087	0.006446629762649536
opt-350m/22.self_attn.k_proj	mse	0.18629470467567444	0.18501634895801544	0.14838066697120667
opt-350m/22.self_attn.out_proj	mse	0.0031465552747249603	0.0031433904077857733	0.0031247353181242943
opt-350m/22.self_attn.q_proj	mse	0.09688664972782135	0.09667536616325378	0.0951346755027771
opt-350m/22.self_attn.v_proj	mse	0.040863651782274246	0.04079504311084747	0.04044066369533539
opt-350m/23.fc1	mse	0.040688931941986084	0.04035087674856186	0.03947405517101288
opt-350m/23.fc2	mse	0.005551083013415337	0.0055314600467681885	0.005485348403453827
opt-350m/23.self_attn.k_proj	mse	0.08695676922798157	0.08664407581090927	0.07965116202831268
opt-350m/23.self_attn.out_proj	mse	0.003992224112153053	0.003970153164118528	0.003928375896066427
opt-350m/23.self_attn.q_proj	mse	0.07476939260959625	0.07459074258804321	0.07383663952350616
opt-350m/23.self_attn.v_proj	mse	0.053654640913009644	0.05356081575155258	0.052976105362176895
opt-350m/3.fc1	mse	0.03710966184735298	0.03695517033338547	0.0366181880235672
opt-350m/3.fc2	mse	0.0023917481303215027	0.0023900317028164864	0.0023761221673339605
opt-350m/3.self_attn.k_proj	mse	0.050407201051712036	0.050144124776124954	0.04812539368867874
opt-350m/3.self_attn.out_proj	mse	0.0005201189196668565	0.0005195208359509706	0.0005176607519388199
opt-350m/3.self_attn.q_proj	mse	0.05294186249375343	0.052422281354665756	0.0500139482319355
opt-350m/3.self_attn.v_proj	mse	0.02636849135160446	0.02630637213587761	0.026119647547602654
opt-350m/4.fc1	mse	0.03876712918281555	0.038589924573898315	0.038085952401161194
opt-350m/4.fc2	mse	0.0027166756335645914	0.002715271431952715	0.002703653881326318
opt-350m/4.self_attn.k_proj	mse	0.060039862990379333	0.05971614271402359	0.056080885231494904
opt-350m/4.self_attn.out_proj	mse	0.0006444210885092616	0.0006438930286094546	0.0006400839774869382
opt-350m/4.self_attn.q_proj	mse	0.05676848441362381	0.05638585984706879	0.05384650453925133
opt-350m/4.self_attn.v_proj	mse	0.025873050093650818	0.02581847831606865	0.025604918599128723
opt-350m/5.fc1	mse	0.04029764235019684	0.04010121151804924	0.03952058404684067
opt-350m/5.fc2	mse	0.002715445589274168	0.00271404255181551	0.0026979618705809116
opt-350m/5.self_attn.k_proj	mse	0.06658560037612915	0.06603629142045975	0.05832507461309433
opt-350m/5.self_attn.out_proj	mse	0.0005449645104818046	0.0005442339461296797	0.0005411581951193511
