Data	Max	MSE	Diag	Hessian	OBQAware
opt-350m/15.self_attn.out_proj	0.007055509835481644	0.0019593380857259035	0.001931542530655861	0.00195108272600919	0.001852730056270957
opt-350m/15.self_attn.q_proj	0.2341516613960266	0.08051833510398865	0.081942118704319	0.08321793377399445	0.07686881721019745
opt-350m/15.self_attn.v_proj	0.16104656457901	0.06286928802728653	0.06480244547128677	0.06564900279045105	0.059204354882240295
opt-350m/16.fc1	0.17317679524421692	0.0592116117477417	0.06197327375411987	0.061383962631225586	0.05670369416475296
opt-350m/16.fc2	0.0343814380466938	0.006361068692058325	0.006250781938433647	0.006477664224803448	0.006148165091872215
opt-350m/16.self_attn.k_proj	0.2289939820766449	0.08007699251174927	0.07962656021118164	0.08281567692756653	0.07485956698656082
opt-350m/16.self_attn.out_proj	0.008659111335873604	0.002444653073325753	0.0024555805139243603	0.0024714195169508457	0.0023697055876255035
opt-350m/16.self_attn.q_proj	0.23503053188323975	0.08254201710224152	0.08417081832885742	0.08527276664972305	0.07855260372161865
opt-350m/16.self_attn.v_proj	0.17291098833084106	0.06745407730340958	0.07004548609256744	0.07016408443450928	0.06365085393190384
opt-350m/17.fc1	0.16536439955234528	0.05667457357048988	0.059986136853694916	0.05878233537077904	0.054360032081604004
opt-350m/17.fc2	0.029422899708151817	0.005766080692410469	0.00562690244987607	0.005793605465441942	0.0055340006947517395
opt-350m/17.self_attn.k_proj	0.21612247824668884	0.07667499780654907	0.07690358906984329	0.07955006510019302	0.07176920026540756
opt-350m/17.self_attn.out_proj	0.0059777917340397835	0.0017587051261216402	0.0017167573096230626	0.0017025816487148404	0.0016014565480872989
opt-350m/17.self_attn.q_proj	0.22586730122566223	0.08018174767494202	0.08156667649745941	0.08266589045524597	0.07589226216077805
opt-350m/17.self_attn.v_proj	0.1611829400062561	0.06340578198432922	0.06627169996500015	0.0666072741150856	0.0598832406103611
opt-350m/18.fc1	0.15780241787433624	0.05346471443772316	0.05652618408203125	0.055040016770362854	0.05094864219427109
opt-350m/18.fc2	0.028032399713993073	0.005107683129608631	0.0051018474623560905	0.005284643732011318	0.005030659958720207
opt-350m/18.self_attn.k_proj	0.2058447301387787	0.0749429240822792	0.07424787431955338	0.07675427198410034	0.06915722787380219
opt-350m/18.self_attn.out_proj	0.003966497257351875	0.0012525614583864808	0.0012637313921004534	0.0012577425222843885	0.0011783197987824678
opt-350m/18.self_attn.q_proj	0.21846133470535278	0.08517596125602722	0.08026586472988129	0.08157245069742203	0.07444721460342407
opt-350m/18.self_attn.v_proj	0.15387599170207977	0.05971619486808777	0.06291846930980682	0.06348101049661636	0.05667431280016899
opt-350m/19.fc1	0.1521192044019699	0.05154551565647125	0.05400311201810837	0.05276526138186455	0.04863709211349487
opt-350m/19.fc2	0.028809603303670883	0.004840864799916744	0.004874387755990028	0.0050498307682573795	0.0047998568043112755
opt-350m/19.self_attn.k_proj	0.2028367519378662	0.08179905265569687	0.07512523233890533	0.08182819932699203	0.06983043998479843
opt-350m/19.self_attn.out_proj	0.005608292296528816	0.0015176740707829595	0.001516193151473999	0.0015736713539808989	0.0014692526310682297
opt-350m/19.self_attn.q_proj	0.21540379524230957	0.09945379197597504	0.08124466240406036	0.08518321812152863	0.07467599213123322
opt-350m/19.self_attn.v_proj	0.13369017839431763	0.05009400099515915	0.05275280028581619	0.05325707793235779	0.04753603786230087
opt-350m/2.fc1	0.09047606587409973	0.03804472088813782	0.04361651837825775	0.04008892551064491	0.03295020014047623
opt-350m/2.fc2	0.008524760603904724	0.00223566428758204	0.0020786665845662355	0.0020979393739253283	0.002025230322033167
opt-350m/2.self_attn.k_proj	0.10035884380340576	0.049804434180259705	0.045425355434417725	0.04639000818133354	0.03727327287197113
opt-350m/2.self_attn.out_proj	0.0018419597763568163	0.0004992583417333663	0.0005064442520961165	0.0005191122181713581	0.000475556415040046
opt-350m/2.self_attn.q_proj	0.1017281711101532	0.046408746391534805	0.046810053288936615	0.04667030647397041	0.03786872327327728
opt-350m/2.self_attn.v_proj	0.0556541383266449	0.024400534108281136	0.029862012714147568	0.02838883548974991	0.021241996437311172
opt-350m/20.fc1	0.15361030399799347	0.05109472945332527	0.05372805893421173	0.053012073040008545	0.048810988664627075
opt-350m/20.fc2	0.03339531645178795	0.005085805431008339	0.005092214792966843	0.005302863661199808	0.005036165937781334
opt-350m/20.self_attn.k_proj	0.21022692322731018	0.11507496237754822	0.08215361833572388	0.11596047878265381	0.07480417191982269
opt-350m/20.self_attn.out_proj	0.007304291240870953	0.0018370930338278413	0.0018455453682690859	0.0019012144766747952	0.0017985566519200802
opt-350m/20.self_attn.q_proj	0.21424779295921326	0.11419374495744705	0.08125711232423782	0.09026426076889038	0.07486269623041153
opt-350m/20.self_attn.v_proj	0.1220390796661377	0.04413009434938431	0.046560339629650116	0.04703298956155777	0.042092934250831604
opt-350m/21.fc1	0.1561189591884613	0.05149316415190697	0.053407806903123856	0.05334709584712982	0.04923779144883156
opt-350m/21.fc2	0.045758649706840515	0.0056038834154605865	0.005594948306679726	0.005840132478624582	0.005524558015167713
opt-350m/21.self_attn.k_proj	0.21389514207839966	0.13213703036308289	0.0860879197716713	0.12190186977386475	0.07981817424297333
opt-350m/21.self_attn.out_proj	0.006504612043499947	0.001644510542973876	0.0016534276073798537	0.0017121852142736316	0.001602784963324666
opt-350m/21.self_attn.q_proj	0.22173957526683807	0.10916359722614288	0.08556526899337769	0.09839475154876709	0.0803765207529068
opt-350m/21.self_attn.v_proj	0.12193305790424347	0.04289907217025757	0.044680915772914886	0.04581289738416672	0.04103749990463257
opt-350m/22.fc1	0.14874547719955444	0.048732973635196686	0.04976624995470047	0.05031249672174454	0.046433888375759125
opt-350m/22.fc2	0.050022657960653305	0.006491564214229584	0.006481723859906197	0.0068738325498998165	0.006378874648362398
opt-350m/22.self_attn.k_proj	0.26745909452438354	0.19269315898418427	0.11528179049491882	0.16578178107738495	0.10879859328269958
opt-350m/22.self_attn.out_proj	0.014458857476711273	0.003148710122331977	0.0031586107797920704	0.0032054923940449953	0.0030998687725514174
opt-350m/22.self_attn.q_proj	0.25074779987335205	0.09991053491830826	0.1001967191696167	0.10617180168628693	0.0949854627251625
opt-350m/22.self_attn.v_proj	0.13376480340957642	0.04474557191133499	0.045533813536167145	0.047348808497190475	0.042977698147296906
opt-350m/23.fc1	0.12869642674922943	0.042995087802410126	0.04383653402328491	0.04421529173851013	0.04056002199649811
opt-350m/23.fc2	0.04829377681016922	0.005557658150792122	0.0052727689035236835	0.005786321125924587	0.00514858216047287
opt-350m/23.self_attn.k_proj	0.23836782574653625	0.08905555307865143	0.0813380628824234	0.09576776623725891	0.0768020898103714
opt-350m/23.self_attn.out_proj	0.014790835790336132	0.004001392982900143	0.004095939919352531	0.0040325624868273735	0.003729463554918766
opt-350m/23.self_attn.q_proj	0.2330557256937027	0.07824412733316422	0.07940742373466492	0.0811225175857544	0.07516421377658844
opt-350m/23.self_attn.v_proj	0.17966678738594055	0.058055706322193146	0.05802334100008011	0.06073201075196266	0.05552307516336441
opt-350m/3.fc1	0.10190259665250778	0.03965739905834198	0.044722214341163635	0.04154551029205322	0.03561226278543472
opt-350m/3.fc2	0.010455002076923847	0.0023925243876874447	0.0023434236645698547	0.002390149049460888	0.0023068017326295376
opt-350m/3.self_attn.k_proj	0.1188323050737381	0.054995276033878326	0.050348859280347824	0.052047234028577805	0.043349627405405045
opt-350m/3.self_attn.out_proj	0.0016944647068157792	0.0005221442552283406	0.0005022434052079916	0.0005148547352291644	0.00048023523413576186
opt-350m/3.self_attn.q_proj	0.12386225908994675	0.05734816566109657	0.053404830396175385	0.05497331917285919	0.04506395012140274
opt-350m/3.self_attn.v_proj	0.07021733373403549	0.029482387006282806	0.03503938764333725	0.03397553041577339	0.02666308358311653
opt-350m/4.fc1	0.10969211161136627	0.0414104126393795	0.04632632061839104	0.04340631514787674	0.03768175467848778
opt-350m/4.fc2	0.012153968214988708	0.002717883326113224	0.002665249165147543	0.002727180253714323	0.0026369509287178516
opt-350m/4.self_attn.k_proj	0.1305813491344452	0.06542487442493439	0.05688854306936264	0.060390811413526535	0.04873869568109512
opt-350m/4.self_attn.out_proj	0.002330674324184656	0.0006468300707638264	0.0006441473378799856	0.0006705300766043365	0.0006090621463954449
opt-350m/4.self_attn.q_proj	0.13396266102790833	0.06132566183805466	0.058589786291122437	0.058447565883398056	0.049494415521621704
opt-350m/4.self_attn.v_proj	0.07154306769371033	0.028424527496099472	0.032877352088689804	0.03163257986307144	0.02609429694712162
opt-350m/5.fc1	0.11549091339111328	0.042785581201314926	0.04755629599094391	0.04448060691356659	0.03912553936243057
opt-350m/5.fc2	0.01325613260269165	0.0027166465297341347	0.002748951781541109	0.0028118412010371685	0.002678310964256525
opt-350m/5.self_attn.k_proj	0.11356254667043686	0.07186412066221237	0.04636898636817932	0.05290292203426361	0.04066852480173111
opt-350m/5.self_attn.out_proj	0.002086268737912178	0.0005489588947966695	0.0005504939472302794	0.0005640753079205751	0.0005251913098618388
opt-350m/5.self_attn.q_proj	0.11935067176818848	0.07624612748622894	0.048903997987508774	0.05149039998650551	0.041824061423540115
opt-350m/5.self_attn.v_proj	0.07138053327798843	0.02752683125436306	0.031220950186252594	0.030002553015947342	0.02550516463816166
opt-350m/6.fc1	0.12524454295635223	0.04679948464035988	0.051418665796518326	0.0484936386346817	0.0429382398724556
opt-350m/6.fc2	0.016622914001345634	0.0032262038439512253	0.003258299548178911	0.0033531696535646915	0.003170627634972334
opt-350m/6.self_attn.k_proj	0.13545960187911987	0.11139006167650223	0.056016355752944946	0.0785040557384491	0.0496736615896225
opt-350m/6.self_attn.out_proj	0.003516528755426407	0.0008610008517280221	0.0008732166606932878	0.0008873267797753215	0.000841237953864038
opt-350m/6.self_attn.q_proj	0.13073140382766724	0.0918346643447876	0.05680248886346817	0.06034817546606064	0.047939494252204895
opt-350m/6.self_attn.v_proj	0.06648832559585571	0.025410009548068047	0.027986764907836914	0.027644403278827667	0.023581068962812424
opt-350m/7.fc1	0.1387808918952942	0.0510384663939476	0.055396005511283875	0.05280575156211853	0.04731778800487518
opt-350m/7.fc2	0.022775795310735703	0.004014627076685429	0.004073639400303364	0.0041768793016672134	0.0039557102136313915
opt-350m/7.self_attn.k_proj	0.1569419801235199	0.11014988273382187	0.06285750865936279	0.08661042153835297	0.05599324405193329
opt-350m/7.self_attn.out_proj	0.005302012898027897	0.0012625872623175383	0.0012671661097556353	0.0012995406286790967	0.0012341218534857035
opt-350m/7.self_attn.q_proj	0.1476925015449524	0.0831361711025238	0.064530149102211	0.06896928697824478	0.05516690015792847
opt-350m/7.self_attn.v_proj	0.0767398476600647	0.02875472605228424	0.031185753643512726	0.031069086864590645	0.027009183540940285
opt-350m/8.fc1	0.1449948251247406	0.05183164030313492	0.055091291666030884	0.05329026281833649	0.048314422369003296
opt-350m/8.fc2	0.03262582793831825	0.0051215635612607	0.005137907341122627	0.005352167412638664	0.0050611356273293495
opt-350m/8.self_attn.k_proj	0.19280856847763062	0.0996769368648529	0.0758516862988472	0.10520878434181213	0.06920107454061508
opt-350m/8.self_attn.out_proj	0.007477148901671171	0.0017968264874070883	0.001796457450836897	0.0018435640959069133	0.0017599796410650015
opt-350m/8.self_attn.q_proj	0.18330717086791992	0.0877946987748146	0.07714667916297913	0.07975740730762482	0.06781458854675293
opt-350m/8.self_attn.v_proj	0.08690376579761505	0.031145749613642693	0.03310532122850418	0.033526550978422165	0.02946515567600727
opt-350m/9.fc1	0.14781463146209717	0.05204018950462341	0.05405554920434952	0.05328311771154404	0.04863879829645157
opt-350m/9.fc2	0.03497178107500076	0.005257340148091316	0.0052885627374053	0.00551495561376214	0.005176451988518238
opt-350m/9.self_attn.k_proj	0.19504883885383606	0.09117646515369415	0.08161139488220215	0.10063355416059494	0.07417507469654083
opt-350m/9.self_attn.out_proj	0.008011072874069214	0.002003015950322151	0.0020319102331995964	0.0020871181041002274	0.0019300703424960375
opt-350m/9.self_attn.q_proj	0.19498509168624878	0.08382191509008408	0.08761711418628693	0.08579382300376892	0.07714907824993134
opt-350m/9.self_attn.v_proj	0.0922524631023407	0.03457097336649895	0.03648325428366661	0.03653163090348244	0.032551784068346024
