Data	Max	MSE	Diag	Hessian	OBQAware
opt-350m/1.fc2	0.006400172598659992	0.0031482959166169167	0.0017563044093549252	0.0017114740330725908	0.0016510363202542067
opt-350m/1.self_attn.k_proj	0.0693419799208641	0.04711940512061119	0.03486562892794609	0.03516567870974541	0.026008527725934982
opt-350m/1.self_attn.out_proj	0.0018289753934368491	0.0004992138710804284	0.000517610926181078	0.0005307885585352778	0.0004688291810452938
opt-350m/1.self_attn.q_proj	0.06476862728595734	0.036378368735313416	0.036126669496297836	0.032455094158649445	0.025728711858391762
opt-350m/1.self_attn.v_proj	0.03572641313076019	0.01751268282532692	0.021299755200743675	0.01997016742825508	0.013830751180648804
opt-350m/10.fc1	0.16257187724113464	0.055714499205350876	0.05734771490097046	0.0570722371339798	0.05247527360916138
opt-350m/10.fc2	0.03513598442077637	0.006987246684730053	0.007089694496244192	0.00575291458517313	0.005453106947243214
opt-350m/10.self_attn.k_proj	0.21018949151039124	0.07991756498813629	0.07694865763187408	0.08530527353286743	0.0705069974064827
opt-350m/10.self_attn.out_proj	0.010592901147902012	0.003015934955328703	0.003098556771874428	0.0029342188499867916	0.0027340780943632126
opt-350m/10.self_attn.q_proj	0.21051952242851257	0.07895544171333313	0.08095156401395798	0.08070199191570282	0.07263089716434479
opt-350m/10.self_attn.v_proj	0.11155805736780167	0.04046085104346275	0.04214312508702278	0.04234888404607773	0.03829960152506828
opt-350m/11.fc1	0.168175607919693	0.05766424536705017	0.058980681002140045	0.05902552604675293	0.054416902363300323
opt-350m/11.fc2	0.04018060863018036	0.006441055331379175	0.006486613769084215	0.006674915086477995	0.006291304714977741
opt-350m/11.self_attn.k_proj	0.21108466386795044	0.07884664833545685	0.07165368646383286	0.08341410756111145	0.06689150631427765
opt-350m/11.self_attn.out_proj	0.007420073263347149	0.002027793088927865	0.0020267153158783913	0.0021143495105206966	0.001986398594453931
opt-350m/11.self_attn.q_proj	0.205847829580307	0.06998512148857117	0.07033257931470871	0.07350602746009827	0.06566810607910156
opt-350m/11.self_attn.v_proj	0.12994271516799927	0.04723125696182251	0.048784710466861725	0.04966907948255539	0.04481704905629158
opt-350m/12.fc1	0.18069598078727722	0.06139138340950012	0.06239714100956917	0.06289021670818329	0.058008138090372086
opt-350m/12.fc2	0.03956758230924606	0.006491152569651604	0.006435612682253122	0.00660508731380105	0.006361957639455795
opt-350m/12.self_attn.k_proj	0.22240518033504486	0.0774603933095932	0.0741785317659378	0.08098632097244263	0.06995883584022522
opt-350m/12.self_attn.out_proj	0.011003920808434486	0.003244606778025627	0.0032357433810830116	0.0033537843264639378	0.003167164046317339
opt-350m/12.self_attn.q_proj	0.22659161686897278	0.07840415090322495	0.07654304802417755	0.07923798263072968	0.07168349623680115
opt-350m/12.self_attn.v_proj	0.15773434937000275	0.05509936064481735	0.056817494332790375	0.057361066341400146	0.05264836177229881
opt-350m/13.fc1	0.1823156774044037	0.06292498111724854	0.06418795883655548	0.06461712718009949	0.0596717931330204
opt-350m/13.fc2	0.04161904752254486	0.006983406841754913	0.006961236707866192	0.00718390429392457	0.0069017838686704636
opt-350m/13.self_attn.k_proj	0.2359323799610138	0.08120708167552948	0.07689471542835236	0.08577729016542435	0.07248315215110779
opt-350m/13.self_attn.out_proj	0.011939266696572304	0.0032765218056738377	0.0032777453307062387	0.003370479214936495	0.003225897904485464
opt-350m/13.self_attn.q_proj	0.2263571321964264	0.07518956065177917	0.07622015476226807	0.07785925269126892	0.07168411463499069
opt-350m/13.self_attn.v_proj	0.16015852987766266	0.05733244866132736	0.05865485966205597	0.06021105498075485	0.054563358426094055
opt-350m/14.fc1	0.18151193857192993	0.0622345507144928	0.06395625323057175	0.06437388062477112	0.05940348654985428
opt-350m/14.fc2	0.03782280534505844	0.006487283855676651	0.006486981175839901	0.0066924565471708775	0.006438910961151123
opt-350m/14.self_attn.k_proj	0.2371913194656372	0.07988710701465607	0.07890000939369202	0.08336080610752106	0.07442261278629303
opt-350m/14.self_attn.out_proj	0.0070085241459310055	0.0018801012774929404	0.0018734598997980356	0.0019301698775961995	0.001835459377616644
opt-350m/14.self_attn.q_proj	0.23736193776130676	0.07852794229984283	0.07988668233156204	0.08167675137519836	0.07551063597202301
opt-350m/14.self_attn.v_proj	0.1710486114025116	0.06602028757333755	0.06822888553142548	0.06923782825469971	0.06169360131025314
opt-350m/15.fc1	0.17793312668800354	0.060844577848911285	0.06301166862249374	0.06302383542060852	0.05820970609784126
opt-350m/15.fc2	0.03680197522044182	0.006551663391292095	0.006508120335638523	0.006713060196489096	0.006438679527491331
opt-350m/15.self_attn.k_proj	0.23533473908901215	0.08074638247489929	0.07960693538188934	0.08362533897161484	0.07473339885473251
