Data	Scaling	GPTQ	GPTQ+BiasCorrection	GPTQWithBiasCorrection
opt-350m/12.self_attn.k_proj	mse	0.14175379276275635	0.14040523767471313	0.13420400023460388
opt-350m/12.self_attn.out_proj	mse	0.005306468345224857	0.005300753749907017	0.005283953621983528
opt-350m/12.self_attn.q_proj	mse	0.1419232338666916	0.14050638675689697	0.13634160161018372
opt-350m/12.self_attn.v_proj	mse	0.0864936113357544	0.08627989143133163	0.0850730910897255
opt-350m/13.fc1	mse	0.10094235837459564	0.10028476268053055	0.0973367765545845
opt-350m/13.fc2	mse	0.011148553341627121	0.011133475229144096	0.011061906814575195
opt-350m/13.self_attn.k_proj	mse	0.14711351692676544	0.14568838477134705	0.14143909513950348
opt-350m/13.self_attn.out_proj	mse	0.005350250750780106	0.005341986659914255	0.005312460474669933
opt-350m/13.self_attn.q_proj	mse	0.1277831345796585	0.12731662392616272	0.1273939311504364
opt-350m/13.self_attn.v_proj	mse	0.08501782268285751	0.08483312278985977	0.08407202363014221
opt-350m/14.fc1	mse	0.09759286791086197	0.09702238440513611	0.0951494425535202
opt-350m/14.fc2	mse	0.010439152829349041	0.01042651105672121	0.010374287143349648
opt-350m/14.self_attn.k_proj	mse	0.1372935175895691	0.1361406445503235	0.1316320300102234
opt-350m/14.self_attn.out_proj	mse	0.0031071114353835583	0.003102577291429043	0.003087326418608427
opt-350m/14.self_attn.q_proj	mse	0.13259205222129822	0.13203966617584229	0.12965717911720276
opt-350m/14.self_attn.v_proj	mse	0.09287535399198532	0.09267379343509674	0.09180445969104767
opt-350m/15.fc1	mse	0.09592392295598984	0.09538023918867111	0.09370870143175125
opt-350m/15.fc2	mse	0.010356590151786804	0.01034659706056118	0.010288616642355919
opt-350m/15.self_attn.k_proj	mse	0.1409347951412201	0.13975238800048828	0.13409726321697235
opt-350m/15.self_attn.out_proj	mse	0.003256704658269882	0.003252457594498992	0.0032292562536895275
opt-350m/15.self_attn.q_proj	mse	0.1343124657869339	0.13364693522453308	0.13030347228050232
opt-350m/15.self_attn.v_proj	mse	0.08559370040893555	0.08541084825992584	0.08465439081192017
opt-350m/16.fc1	mse	0.09289015829563141	0.09231835603713989	0.09076720476150513
opt-350m/16.fc2	mse	0.010114246979355812	0.010104324668645859	0.010050999000668526
opt-350m/16.self_attn.k_proj	mse	0.13934822380542755	0.13832269608974457	0.13341236114501953
opt-350m/16.self_attn.out_proj	mse	0.003997289575636387	0.003991873003542423	0.003981956746429205
opt-350m/16.self_attn.q_proj	mse	0.1377943456172943	0.13729345798492432	0.13375091552734375
opt-350m/16.self_attn.v_proj	mse	0.09194403886795044	0.09174962341785431	0.09099578857421875
opt-350m/17.fc1	mse	0.08889470994472504	0.08827495574951172	0.08662886917591095
opt-350m/17.fc2	mse	0.009222577325999737	0.009216343984007835	0.009173179045319557
